"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 29/09/16, 12.13.58"


19
X,Y
0.0,-0.104985,
0.0239736,-0.101611,
0.0561298,-0.0963090,
0.0894344,-0.0905251,
0.116710,-0.0861872,
0.142980,-0.0813673,
0.170399,-0.0763064,
0.200689,-0.0702816,
0.225237,-0.0661847,
0.257537,-0.0601598,
0.287683,-0.0536530,
0.317399,-0.0483511,
0.344674,-0.0428082,
0.380276,-0.0355784,
0.408269,-0.0295535,
0.434683,-0.0249746,
0.462819,-0.0187088,
0.489664,-0.0136479,
0.5,-0.0117199,
