"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 29/09/16, 12.11.51"


24
X,Y
0.0,-0.252174,
0.0119962,-0.253106,
0.0215931,-0.250311,
0.0369482,-0.240062,
0.0537428,-0.228882,
0.0710173,-0.213043,
0.0868522,-0.193478,
0.106526,-0.173913,
0.122361,-0.154348,
0.138196,-0.131988,
0.161708,-0.106832,
0.184261,-0.0826087,
0.205374,-0.0593168,
0.230806,-0.0397516,
0.256238,-0.0183230,
0.282630,0.00217391,
0.308061,0.0189441,
0.338772,0.0375776,
0.366603,0.0506211,
0.392035,0.0627329,
0.418426,0.0748447,
0.441459,0.0850932,
0.470250,0.0953416,
0.5,0.105590,
