"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 29/09/16, 12.11.47"


20
X,Y
0.0,-0.168848,
0.0120586,-0.167884,
0.0328740,-0.165474,
0.0526845,-0.163064,
0.0753661,-0.160654,
0.0994832,-0.157040,
0.134080,-0.152220,
0.166236,-0.148123,
0.200833,-0.142580,
0.234855,-0.137760,
0.259690,-0.132940,
0.283664,-0.128843,
0.311800,-0.124264,
0.336922,-0.118962,
0.364628,-0.113661,
0.397215,-0.107395,
0.427649,-0.101129,
0.460092,-0.0951040,
0.478754,-0.0910071,
0.5,-0.0859462,
