"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 29/09/16, 12.22.44"


15
X,Y
0.0,0.0793488,
0.0259316,0.0922949,
0.0526815,0.106166,
0.0827752,0.121888,
0.124809,0.139443,
0.156811,0.152377,
0.193588,0.163445,
0.233231,0.175437,
0.284336,0.187407,
0.323976,0.194758,
0.359796,0.201188,
0.399913,0.206682,
0.438598,0.213106,
0.474894,0.215823,
0.5,0.216707,
