Time, Forces
   0.000000,    0.000000
   0.001667,    0.292876
   0.003333,    3.191193
   0.005000,    6.410720
   0.006667,    9.630247
   0.008333,   12.849774
   0.010000,   16.069301
   0.011667,   19.288828
   0.013333,   22.508355
   0.015000,   25.727882
   0.016667,   28.947409
   0.018333,   32.166936
   0.020000,   39.945484
   0.021667,   48.293270
   0.023333,   56.641055
   0.025000,   64.988841
   0.026667,   73.336626
   0.028333,   81.684411
   0.030000,   90.032197
   0.031667,   98.379982
   0.033333,  106.727768
   0.035000,  115.075553
   0.036667,  127.809560
   0.038333,  141.091227
   0.040000,  154.372895
   0.041667,  167.654562
   0.043333,  180.936230
   0.045000,  194.217897
   0.046667,  207.499565
   0.048333,  220.781232
   0.050000,  234.062900
   0.051667,  247.344567
   0.053333,  264.835528
   0.055000,  282.852059
   0.056667,  300.868590
   0.058333,  318.885120
   0.060000,  336.901651
   0.061667,  354.918182
   0.063333,  372.934713
   0.065000,  390.951243
   0.066667,  408.967774
   0.068333,  426.984305
   0.070000,  449.029828
   0.071667,  471.578409
   0.073333,  494.126990
   0.075000,  516.675571
   0.076667,  539.224152
   0.078333,  561.772733
   0.080000,  584.321314
   0.081667,  606.869895
   0.083333,  629.418476
   0.085000,  651.967057
   0.086667,  678.317744
   0.088333,  705.143160
   0.090000,  731.968575
   0.091667,  758.793991
   0.093333,  785.619406
   0.095000,  812.444822
   0.096667,  839.270237
   0.098333,  866.095653
   0.100000,  892.921068
   0.101667,  919.746484
   0.103333,  950.065479
   0.105000,  980.820681
   0.106667, 1011.575883
   0.108333, 1042.331085
   0.110000, 1073.086287
   0.111667, 1103.841488
   0.113333, 1134.596690
   0.115000, 1165.351892
   0.116667, 1196.107094
   0.118333, 1226.862296
   0.120000, 1260.867828
   0.121667, 1295.279194
   0.123333, 1329.690560
   0.125000, 1364.101926
   0.126667, 1398.513292
   0.128333, 1432.924659
   0.130000, 1467.336025
   0.131667, 1501.747391
   0.133333, 1536.158757
   0.135000, 1570.570123
   0.136667, 1607.995350
   0.138333, 1645.796886
   0.140000, 1683.598422
   0.141667, 1721.399958
   0.143333, 1759.201494
   0.145000, 1797.003030
   0.146667, 1834.804566
   0.148333, 1872.606101
   0.150000, 1910.407637
   0.151667, 1948.209173
   0.153333, 1988.793516
   0.155000, 2029.725319
   0.156667, 2070.657122
   0.158333, 2111.588924
   0.160000, 2152.520727
   0.161667, 2193.452529
