Time, Forces
   0.000000, 73982.742131
   0.001667, 73903.098707
   0.003333, 73823.838614
   0.005000, 73744.635634
   0.006667, 73665.432654
   0.008333, 73586.229674
   0.010000, 73507.026694
   0.011667, 73427.823714
   0.013333, 73348.620734
   0.015000, 73269.417753
   0.016667, 73190.214773
   0.018333, 73111.011793
   0.020000, 73032.659509
   0.021667, 72954.413441
   0.023333, 72876.167374
   0.025000, 72797.921307
   0.026667, 72719.675239
   0.028333, 72641.429172
   0.030000, 72563.183105
   0.031667, 72484.937037
   0.033333, 72406.690970
   0.035000, 72328.444903
   0.036667, 72251.075430
   0.038333, 72173.815410
   0.040000, 72096.555389
   0.041667, 72019.295368
   0.043333, 71942.035347
   0.045000, 71864.775326
   0.046667, 71787.515305
   0.048333, 71710.255284
   0.050000, 71632.995263
   0.051667, 71555.735243
   0.053333, 71479.376025
   0.055000, 71403.129281
   0.056667, 71326.882538
   0.058333, 71250.635794
   0.060000, 71174.389050
   0.061667, 71098.142306
   0.063333, 71021.895563
   0.065000, 70945.648819
   0.066667, 70869.402075
   0.068333, 70793.155332
   0.070000, 70717.831897
   0.071667, 70642.623746
   0.073333, 70567.415596
   0.075000, 70492.207445
   0.076667, 70416.999294
   0.078333, 70341.791144
   0.080000, 70266.582993
   0.081667, 70191.374843
   0.083333, 70116.166692
   0.085000, 70040.958541
   0.086667, 69942.472082
   0.088333, 69841.079107
   0.090000, 69739.686133
   0.091667, 69638.293158
   0.093333, 69536.900183
   0.095000, 69435.507209
   0.096667, 69334.114234
   0.098333, 69232.721259
   0.100000, 69131.328285
   0.101667, 69029.935310
   0.103333, 68924.362732
   0.105000, 68818.268292
   0.106667, 68712.173851
   0.108333, 68606.079411
   0.110000, 68499.984971
   0.111667, 68393.890530
   0.113333, 68287.796090
   0.115000, 68181.701650
   0.116667, 68075.607209
   0.118333, 67969.512769
   0.120000, 67865.337827
   0.121667, 67761.402552
   0.123333, 67657.467278
   0.125000, 67553.532004
   0.126667, 67449.596729
   0.128333, 67345.661455
   0.130000, 67241.726180
   0.131667, 67137.790906
   0.133333, 67033.855631
   0.135000, 66929.920357
   0.136667, 66827.908825
   0.138333, 66726.137491
   0.140000, 66624.366157
   0.141667, 66522.594823
   0.143333, 66420.823489
   0.145000, 66319.052155
   0.146667, 66217.280821
   0.148333, 66115.509487
   0.150000, 66013.738153
   0.151667, 65911.966819
   0.153333, 65812.120683
   0.155000, 65712.514926
   0.156667, 65612.909169
   0.158333, 65513.303412
   0.160000, 65413.697655
   0.161667, 65314.091898
   0.163333, 65214.486140
   0.165000, 65114.880383
   0.166667, 65015.274626
   0.168333, 64915.668869
   0.170000, 64817.987088
   0.171667, 64720.545534
   0.173333, 64623.103979
   0.175000, 64525.662424
   0.176667, 64428.220870
   0.178333, 64330.779315
   0.180000, 64233.337761
   0.181667, 64135.896206
   0.183333, 64038.454651
   0.185000, 63941.013097
   0.186667, 63811.695663
   0.188333, 63678.398226
   0.190000, 63545.100789
   0.191667, 63411.803353
   0.193333, 63278.505916
