Ground Roll Distance, Acceleration
1097.930005, -8150.228082
1123.041432, -8123.770965
1295.202078, -7945.433507
1329.257198, -7910.781198
1363.188072, -7876.458531
1396.995301, -7842.338989
1406.529687, -7832.383950
1425.569015, -7812.551402
1432.294856, -7805.560228
1434.983821, -7802.767356
1436.059188, -7801.650782
1436.517985, -7801.174464
1437.435512, -7800.222008
1437.511818, -7800.142804
1437.549637, -7800.103548
1437.572672, -7800.079638
1437.591167, -7800.060442
1437.604171, -7800.046944
1437.608037, -7800.042932
1437.609132, -32055.288622
1437.610137, -32055.324351
1437.620186, -32055.681637
1437.720683, -32059.254697
1438.725458, -32095.004816
1448.753841, -32454.464618
1547.030358, -36251.192482
1657.658616, -41219.755758
1758.068646, -46533.068084
1847.571022, -52098.092749
1926.661209, -57855.424850
1995.994799, -63743.888228
2056.273604, -69699.578490
2070.826907, -71281.715225
2079.929396, -72304.086768
2086.583807, -73068.395726
2089.807712, -73441.670022
2093.054244, -73804.656125
2124.242829, -77464.834340
2138.687950, -79277.944072
2146.865522, -80341.761978
2149.811330, -80729.883002
2153.326881, -81194.426628
2186.226675, -85839.735827
2194.754263, -87145.519545
2202.486663, -88372.791804
2206.003410, -88945.761557
2207.980235, -89270.591559
2210.004374, -89583.384314
2228.902874, -92654.893392
2254.542919, -97418.657229
2259.336082, -98424.490936
2263.695454, -99386.321768
2267.899694, -100366.993351
2268.789006, -100582.445428
2269.095565, -100659.215144
2269.436009, -100753.035718
2272.671891, -101677.638457
2283.986943, -105781.709244
2285.605774, -106667.864672
2286.520786, -107299.716570
2287.111806, -107831.780866
2287.473331, -108295.947509
2287.655064, -108704.095892
2287.676508, -108796.169036
2287.695920, -108977.275817
2287.696125, -108992.479351
2287.696143, -108998.665538
