eta, Cl
   0.000000,    1.246625
   0.020408,    1.251329
   0.040816,    1.260372
   0.061224,    1.269059
   0.081633,    1.277372
   0.102041,    1.285298
   0.122449,    1.292827
   0.142857,    1.299948
   0.163265,    1.306650
   0.183673,    1.312925
   0.204082,    1.318760
   0.224490,    1.324146
   0.244898,    1.329069
   0.265306,    1.333516
   0.285714,    1.337472
   0.306122,    1.340920
   0.326531,    1.343841
   0.346939,    1.346212
   0.367347,    1.348010
   0.387755,    1.349206
   0.408163,    1.349770
   0.428571,    1.349665
   0.448980,    1.348854
   0.469388,    1.347290
   0.489796,    1.344923
   0.510204,    1.341686
   0.530612,    1.337514
   0.551020,    1.332339
   0.571429,    1.326077
   0.591837,    1.318633
   0.612245,    1.309895
   0.632653,    1.299738
   0.653061,    1.288015
   0.673469,    1.274556
   0.693878,    1.259163
   0.714286,    1.241606
   0.734694,    1.221608
   0.755102,    1.198844
   0.775510,    1.172917
   0.795918,    1.143347
   0.816327,    1.109535
   0.836735,    1.070727
   0.857143,    1.025947
   0.877551,    0.973895
   0.897959,    0.912762
   0.918367,    0.839887
   0.938776,    0.751007
   0.959184,    0.638300
   0.979592,    0.483255
   1.000000,    0.000000
