Ground Distance, 
   0.000000,  110.600517
 827.285393,  110.600517
 855.476155,  109.182561
 883.666917,  107.764606
 911.857679,  106.346651
 940.048441,  104.928695
 968.239202,  103.510740
 996.429964,  102.092785
1024.620726,  100.674829
1052.811488,   99.256874
1081.002250,   97.838919
1083.406240,   97.819845
1107.420384,   97.629321
1271.101815,   96.330793
1303.575928,   96.073179
1335.963196,   95.816254
1368.263852,   95.560016
1400.478128,   95.304461
1401.764905,   95.294253
1404.338047,   95.273840
1405.367149,   95.265676
1405.804446,   95.262207
1406.678993,   95.255269
1406.751491,   95.254694
1406.813538,   95.254202
1406.847612,   95.253931
1406.870830,   95.253747
1406.878621,   95.253685
1406.883076,   95.253650
1406.885252,   95.253633
1406.886598,   95.253619
1406.887837,   95.253579
1406.900230,   95.253180
1407.024161,   95.249189
1408.263179,   95.209246
1420.624632,   94.806657
1522.609738,   91.175838
1620.215114,   87.088239
1709.340831,   82.683723
1789.930728,   77.982509
1862.221035,   73.001201
1926.550529,   67.757296
1983.320891,   62.268199
1998.345541,   60.642448
2010.764819,   59.233571
2016.189351,   58.598280
2018.901147,   58.275922
2021.901266,   57.915532
2050.861652,   54.216288
2066.849106,   51.978957
2077.914021,   50.334733
2081.388148,   49.800663
2084.641752,   49.292259
2115.304913,   44.048630
2124.755743,   42.234991
2131.099024,   40.953391
2138.580026,   39.366937
2140.715707,   38.897752
2144.543661,   38.037405
2147.967470,   37.245678
2175.272674,   29.959615
2196.866030,   22.144671
2200.683815,   20.403453
2202.615222,   19.456553
2203.663374,   18.920756
2204.596358,   18.429330
2212.563547,   13.445066
2219.973511,    5.373801
2220.710729,    3.667854
2221.067024,    2.441945
2221.268089,    1.312067
2221.346334,    0.257014
2221.349411,    0.028647
2221.349447,   -0.006846
