Mach, Efficiency
   0.231625,   13.477324
   0.235750,   13.582023
   0.239875,   13.832189
   0.244000,   14.090826
   0.248125,   14.307022
   0.252250,   14.519674
   0.256375,   14.712780
   0.260500,   14.897057
   0.264625,   15.062065
   0.268750,   15.221819
   0.272875,   15.354564
   0.277000,   15.491719
   0.281125,   15.593537
   0.285250,   15.693575
   0.289375,   15.785779
   0.293500,   15.847091
   0.297625,   15.909760
   0.301750,   15.963279
   0.305875,   15.985418
   0.310000,   16.007920
   0.314125,   16.030787
   0.318250,   16.020212
   0.322375,   16.002140
   0.326500,   15.983876
   0.330625,   15.965422
   0.334750,   15.913930
   0.338875,   15.856612
   0.343000,   15.799011
   0.347125,   15.741137
   0.351250,   15.676247
   0.355375,   15.583011
   0.359500,   15.489808
   0.363625,   15.396656
   0.367750,   15.303575
   0.371875,   15.210581
   0.376000,   15.099351
   0.380125,   14.976503
   0.384250,   14.854330
   0.388375,   14.732847
   0.392500,   14.612069
   0.396625,   14.492011
   0.400750,   14.372685
   0.404875,   14.235856
   0.409000,   14.093428
   0.413125,   13.952420
   0.417250,   13.812833
   0.421375,   13.674665
   0.425500,   13.537915
   0.429625,   13.402581
   0.433750,   13.268658
   0.437875,   13.136144
   0.442000,   12.986139
   0.446125,   12.837850
   0.450250,   12.691579
   0.454375,   12.547302
   0.458500,   12.404997
   0.462625,   12.264641
   0.466750,   12.126210
   0.470875,   11.989681
   0.475000,   11.855032
   0.479125,   11.722237
   0.483250,   11.591274
   0.487375,   11.457463
   0.491500,   11.317038
   0.495625,   11.178874
   0.499750,   11.042929
   0.503875,   10.909164
   0.508000,   10.777541
   0.512125,   10.648021
   0.516250,   10.520568
   0.520375,   10.395142
   0.524500,   10.271709
   0.528625,   10.150233
   0.532750,   10.030677
   0.536875,    9.913009
   0.541000,    9.797192
   0.545125,    9.683195
   0.549250,    9.570984
   0.553375,    9.460527
   0.557500,    9.345823
   0.561625,    9.231238
   0.565750,    9.118616
   0.569875,    9.007913
   0.574000,    8.899091
   0.578125,    8.792110
   0.582250,    8.686931
   0.586375,    8.583518
   0.590500,    8.481834
   0.594625,    8.381842
   0.598750,    8.283509
   0.602875,    8.186800
   0.607000,    8.091682
   0.611125,    7.998123
   0.615250,    7.906090
   0.619375,    7.815553
   0.623500,    7.726482
   0.627625,    7.638846
   0.631750,    7.552618
   0.635875,    7.467769
   0.640000,    7.384271
