CD, CL
   0.024383,   -1.020648
   0.022975,   -0.983402
   0.021790,   -0.946371
   0.020825,   -0.909533
   0.020078,   -0.872882
   0.019543,   -0.836413
   0.019220,   -0.800118
   0.019104,   -0.763992
   0.019190,   -0.728028
   0.019481,   -0.692221
   0.019969,   -0.656563
   0.020672,   -0.620250
   0.021612,   -0.582900
   0.022776,   -0.545345
   0.024173,   -0.507579
   0.025812,   -0.469396
   0.027777,   -0.429328
   0.030236,   -0.385198
   0.033404,   -0.334984
   0.037565,   -0.276888
   0.042997,   -0.210190
   0.049641,   -0.138243
   0.055779,   -0.078476
   0.062309,   -0.020165
   0.069443,    0.038703
   0.077196,    0.098126
   0.085526,    0.157707
   0.094318,    0.216658
   0.103363,    0.273791
   0.112344,    0.327527
