Ground Roll distance, Load Factor
 329.160240,    0.725991
 336.394730,    0.723175
 385.603045,    0.704164
 395.366295,    0.700422
 405.103567,    0.696699
 414.814930,    0.692996
 424.500452,    0.689313
 424.887336,    0.689166
 425.660981,    0.688872
 425.970393,    0.688755
 426.101410,    0.688705
 426.363430,    0.688606
 426.385089,    0.688598
 426.396291,    0.688593
 426.403635,    0.688591
 426.407968,    0.688589
 426.409974,    0.688588
 426.410642,    0.688588
 426.410959,    0.688587
 426.411247,    0.688587
 426.414131,    0.688582
 426.442970,    0.688537
 426.731313,    0.688085
 429.609508,    0.683542
 457.845762,    0.636105
 486.800785,    0.581451
 513.358190,    0.525087
 537.417614,    0.468007
 559.039531,    0.411024
 578.317209,    0.354953
 595.363013,    0.300590
 599.854847,    0.285430
 603.971052,    0.271208
 605.446565,    0.266030
 606.199100,    0.263374
 606.883563,    0.260948
 613.551784,    0.236841
 619.325075,    0.215244
 623.288669,    0.200007
 624.658106,    0.194662
 626.318228,    0.188125
 637.127760,    0.143930
 639.603397,    0.133386
 642.176933,    0.122245
 642.892249,    0.119115
 643.266876,    0.117470
 643.625313,    0.115893
 647.075383,    0.100525
 654.991479,    0.063936
 661.211468,    0.033726
 661.680470,    0.031388
 661.984222,    0.029870
 662.097717,    0.029301
 662.205117,    0.028763
 663.224156,    0.023627
 666.672759,    0.005825
 667.229221,    0.002876
 667.447658,    0.001710
 667.594880,    0.000920
 667.691457,    0.000401
 667.745916,    0.000106
 667.765288,    0.000002
 667.765514,    0.000000
 667.765574,    0.000000
 667.765575,    0.000000
