Speed (TAS), Efficiency
 136.537300,   13.955080
 137.881205,   14.044579
 139.225110,   14.129171
 140.569016,   14.209024
 141.912921,   14.284341
 143.256826,   14.354906
 144.600731,   14.418623
 145.944636,   14.478201
 147.288541,   14.533970
 148.632447,   14.583066
 149.976352,   14.627631
 151.320257,   14.669106
 152.664162,   14.703106
 154.008067,   14.733985
 155.351972,   14.760361
 156.695878,   14.781029
 158.039783,   14.799562
 159.383688,   14.810534
 160.727593,   14.820531
 162.071498,   14.822983
 163.415403,   14.824603
 164.759309,   14.819038
 166.103214,   14.813070
 167.447119,   14.799523
 168.791024,   14.785892
 170.134929,   14.765408
 171.478834,   14.743869
 172.822740,   14.717786
 174.166645,   14.688509
 175.510550,   14.657857
 176.854455,   14.621060
 178.198360,   14.584168
 179.542265,   14.542844
 180.886171,   14.498723
 182.230076,   14.454543
 183.573981,   14.404196
 184.917886,   14.353142
 186.261791,   14.302023
 187.605696,   14.244439
 188.949602,   14.186908
 190.293507,   14.129434
 191.637412,   14.066263
 192.981317,   14.002761
 194.325222,   13.939393
 195.669127,   13.872449
 197.013033,   13.803518
 198.356938,   13.734803
 199.700843,   13.665804
 201.044748,   13.591999
 202.388653,   13.518500
 203.732558,   13.445309
 205.076464,   13.370977
 206.420369,   13.293256
 207.764274,   13.215934
 209.108179,   13.139014
 210.452084,   13.061731
 211.795989,   12.980829
 213.139895,   12.900418
 214.483800,   12.820498
 215.827705,   12.741068
 217.171610,   12.659103
 218.515515,   12.576302
 219.859420,   12.494075
 221.203326,   12.412423
 222.547231,   12.331343
 223.891136,   12.247607
 225.235041,   12.163720
 226.578946,   12.080483
 227.922851,   11.997891
 229.266757,   11.915943
 230.610662,   11.833009
 231.954567,   11.748762
 233.298472,   11.665228
 234.642377,   11.582400
 235.986282,   11.500275
 237.330188,   11.418847
 238.674093,   11.336377
 240.017998,   11.253162
 241.361903,   11.170703
 242.705808,   11.088994
 244.049713,   11.008027
 245.393619,   10.927797
 246.737524,   10.848296
 248.081429,   10.766793
 249.425334,   10.685993
 250.769239,   10.605970
 252.113144,   10.526715
 253.457050,   10.448223
 254.800955,   10.370484
 256.144860,   10.293491
 257.488765,   10.215746
 258.832670,   10.137844
 260.176575,   10.060726
 261.520481,    9.984381
 262.864386,    9.908802
 264.208291,    9.833980
 265.552196,    9.759906
 266.896101,    9.686572
 268.240006,    9.613361
 269.583911,    9.539459
