Ground Roll distance, Load Factor
1083.406240,    0.725563
1107.420384,    0.722739
1271.101815,    0.703641
1303.575928,    0.699883
1335.963196,    0.696145
1368.263852,    0.692426
1400.478128,    0.688728
1401.764905,    0.688580
1404.338047,    0.688285
1405.367149,    0.688167
1405.804446,    0.688117
1406.678993,    0.688017
1406.751491,    0.688009
1406.813538,    0.688001
1406.847612,    0.687998
1406.870830,    0.687995
1406.878621,    0.687994
1406.883076,    0.687993
1406.885252,    0.687993
1406.886598,    0.687993
1406.887837,    0.687992
1406.900230,    0.687987
1407.024161,    0.687929
1408.263179,    0.687352
1420.624632,    0.681552
1522.609738,    0.630348
1620.215114,    0.575096
1709.340831,    0.518395
1789.930728,    0.461122
1862.221035,    0.404093
1926.550529,    0.348123
1983.320891,    0.294004
1998.345541,    0.278852
2010.764819,    0.266046
2016.189351,    0.260370
2018.901147,    0.257513
2021.901266,    0.254338
2050.861652,    0.222885
2066.849106,    0.204869
2077.914021,    0.192113
2081.388148,    0.188058
2084.641752,    0.184238
2115.304913,    0.147125
2124.755743,    0.135259
2131.099024,    0.127175
2138.580026,    0.117513
2140.715707,    0.114728
2144.543661,    0.109709
2147.967470,    0.105190
2175.272674,    0.068060
2196.866030,    0.037184
2200.683815,    0.031567
2202.615222,    0.028705
2203.663374,    0.027146
2204.596358,    0.025754
2212.563547,    0.013707
2219.973511,    0.002190
2220.710729,    0.001020
2221.067024,    0.000452
2221.268089,    0.000131
2221.346334,    0.000005
2221.349411,    0.000000
2221.349447,    0.000000
