Mach, Efficiency
   0.231221,   13.456694
   0.234051,   13.665089
   0.236882,   13.866738
   0.239712,   14.061739
   0.242542,   14.250184
   0.245372,   14.430953
   0.248202,   14.605028
   0.251032,   14.772655
   0.253862,   14.934119
   0.256692,   15.089753
   0.259522,   15.239940
   0.262352,   15.381016
   0.265182,   15.516064
   0.268012,   15.646359
   0.270843,   15.770129
   0.273673,   15.885182
   0.276503,   15.996535
   0.279333,   16.100326
   0.282163,   16.196861
   0.284993,   16.290764
   0.287823,   16.372657
   0.290653,   16.453226
   0.293483,   16.523467
   0.296313,   16.590920
   0.299143,   16.649247
   0.301973,   16.704505
   0.304804,   16.750377
   0.307634,   16.794630
   0.310464,   16.827651
   0.313294,   16.861106
   0.316124,   16.882257
   0.318954,   16.902398
   0.321784,   16.915747
   0.324614,   16.922504
   0.327444,   16.929325
   0.330274,   16.923435
   0.333104,   16.916817
   0.335934,   16.907466
   0.338765,   16.887637
   0.341595,   16.867689
   0.344425,   16.844381
   0.347255,   16.811523
   0.350085,   16.778525
   0.352915,   16.744478
   0.355745,   16.699039
   0.358575,   16.653486
   0.361405,   16.607824
   0.364235,   16.554736
   0.367065,   16.497296
   0.369896,   16.439812
   0.372726,   16.382291
   0.375556,   16.315052
   0.378386,   16.246581
   0.381216,   16.178176
   0.384046,   16.109840
   0.386876,   16.033507
   0.389706,   15.955158
   0.392536,   15.877009
   0.395366,   15.799065
   0.398196,   15.718642
   0.401026,   15.631673
   0.403857,   15.545056
   0.406687,   15.458795
   0.409517,   15.372893
   0.412347,   15.284758
   0.415177,   15.190975
   0.418007,   15.097707
   0.420837,   15.004955
   0.423667,   14.912720
   0.426497,   14.821007
   0.429327,   14.724022
   0.432157,   14.625688
   0.434987,   14.528026
   0.437818,   14.431035
   0.440648,   14.334714
   0.443478,   14.239062
   0.446308,   14.140639
   0.449138,   14.039536
   0.451968,   13.939242
   0.454798,   13.839754
   0.457628,   13.741069
   0.460458,   13.643182
   0.463288,   13.546089
   0.466118,   13.447347
   0.468948,   13.345961
   0.471779,   13.245494
   0.474609,   13.145936
   0.477439,   13.047282
   0.480269,   12.949524
   0.483099,   12.852655
   0.485929,   12.756669
   0.488759,   12.660226
   0.491589,   12.561026
   0.494419,   12.462809
   0.497249,   12.365565
   0.500079,   12.269285
   0.502910,   12.173959
   0.505740,   12.079577
   0.508570,   11.986130
   0.511400,   11.893608
