Range, Altitude
   0.000000,    0.000000
   1.100030,   10.668000
 122.578284, 9144.000000
2675.469055, 9144.000000
2852.240320,  457.200000
2884.578491, 4572.000000
3069.778491, 4572.000000
3140.885702,  457.200000
3140.885702,  457.200000
3147.528288,   15.240000
3148.395165,    0.000000
