Ground Roll distance, Load Factor
1080.498118,    0.725988
1104.279926,    0.723180
1266.101139,    0.704214
1298.208135,    0.700480
1330.229907,    0.696766
1362.166678,    0.693072
1394.018668,    0.689397
1395.290987,    0.689251
1397.835220,    0.688957
1398.852762,    0.688840
1399.283943,    0.688791
1400.146259,    0.688691
1400.217584,    0.688683
1400.252780,    0.688679
1400.274084,    0.688677
1400.289534,    0.688675
1400.303403,    0.688673
1400.309609,    0.688672
1400.310673,    0.688672
1400.311637,    0.688671
1400.321284,    0.688667
1400.417748,    0.688621
1401.382215,    0.688163
1411.009142,    0.683556
1505.426948,    0.635433
1600.887457,    0.580723
1688.379388,    0.524344
1767.625284,    0.467262
1838.828525,    0.410293
1902.299012,    0.354249
1958.409550,    0.299926
1973.286167,    0.284683
1986.135532,    0.271212
1991.895829,    0.265079
1994.411879,    0.262381
1996.798116,    0.259812
2020.006061,    0.234297
2038.157048,    0.213641
2051.878858,    0.197595
2055.485211,    0.193314
2059.334241,    0.188714
2095.002937,    0.144523
2103.308442,    0.133802
2110.546768,    0.124315
2114.029024,    0.119703
2115.849326,    0.117279
2118.212454,    0.114120
2140.041788,    0.084248
2163.751303,    0.050271
2168.418705,    0.043373
2172.652811,    0.037051
2176.850072,    0.030719
2177.663144,    0.029485
2178.057768,    0.028885
2178.413719,    0.028343
2181.787256,    0.023181
2193.022269,    0.005573
2194.772006,    0.002758
2195.470733,    0.001626
2195.940018,    0.000862
2196.244726,    0.000364
2196.412609,    0.000089
2196.466741,    0.000000
2196.466851,    0.000000
2196.466851,    0.000000
