CLe, Neutral Point
   1.197203,    0.174398
   1.280379,    0.169959
   1.363715,    0.161087
   1.447214,    0.152233
   1.530877,    0.140668
   1.614820,    0.131965
   1.698805,    0.125917
   1.782958,    0.116959
   1.867283,    0.108056
