eta, Cl
   0.000000,    0.156493
   0.020408,    0.157084
   0.040816,    0.158222
   0.061224,    0.159316
   0.081633,    0.160365
   0.102041,    0.161367
   0.122449,    0.162321
   0.142857,    0.163225
   0.163265,    0.164076
   0.183673,    0.164874
   0.204082,    0.165617
   0.224490,    0.166303
   0.244898,    0.166930
   0.265306,    0.167496
   0.285714,    0.167997
   0.306122,    0.168433
   0.326531,    0.168799
   0.346939,    0.169093
   0.367347,    0.169311
   0.387755,    0.169449
   0.408163,    0.169503
   0.428571,    0.169468
   0.448980,    0.169338
   0.469388,    0.169108
   0.489796,    0.168770
   0.510204,    0.168317
   0.530612,    0.167739
   0.551020,    0.167027
   0.571429,    0.166171
   0.591837,    0.165159
   0.612245,    0.163976
   0.632653,    0.162607
   0.653061,    0.161032
   0.673469,    0.159232
   0.693878,    0.157182
   0.714286,    0.154853
   0.734694,    0.152211
   0.755102,    0.149217
   0.775510,    0.145823
   0.795918,    0.141971
   0.816327,    0.137588
   0.836735,    0.132586
   0.857143,    0.126847
   0.877551,    0.120215
   0.897959,    0.112475
   0.918367,    0.103308
   0.938776,    0.092202
   0.959184,    0.078213
   0.979592,    0.059100
   1.000000,    0.000000
