eta, Cl
   0.000000,    0.782466
   0.020408,    0.785421
   0.040816,    0.791108
   0.061224,    0.796579
   0.081633,    0.801825
   0.102041,    0.806837
   0.122449,    0.811605
   0.142857,    0.816123
   0.163265,    0.820381
   0.183673,    0.824372
   0.204082,    0.828087
   0.224490,    0.831517
   0.244898,    0.834651
   0.265306,    0.837478
   0.285714,    0.839987
   0.306122,    0.842164
   0.326531,    0.843995
   0.346939,    0.845465
   0.367347,    0.846554
   0.387755,    0.847245
   0.408163,    0.847514
   0.428571,    0.847338
   0.448980,    0.846690
   0.469388,    0.845539
   0.489796,    0.843852
   0.510204,    0.841584
   0.530612,    0.838693
   0.551020,    0.835135
   0.571429,    0.830856
   0.591837,    0.825794
   0.612245,    0.819880
   0.632653,    0.813033
   0.653061,    0.805162
   0.673469,    0.796162
   0.693878,    0.785910
   0.714286,    0.774264
   0.734694,    0.761055
   0.755102,    0.746085
   0.775510,    0.729114
   0.795918,    0.709853
   0.816327,    0.687942
   0.836735,    0.662930
   0.857143,    0.634234
   0.877551,    0.601077
   0.897959,    0.562377
   0.918367,    0.516541
   0.938776,    0.461009
   0.959184,    0.391064
   0.979592,    0.295499
   1.000000,    0.000000
