Vfailure/VsTO, Distance
   0.500000,  954.366462
   0.500551,  956.552483
   0.501101,  958.738503
   0.501652,  960.924523
   0.502202,  963.110543
   0.502753,  965.296563
   0.503303,  967.482583
   0.503854,  969.668603
   0.504404,  971.854623
   0.504955,  974.040644
   0.505506,  976.226664
   0.506056,  978.412684
   0.506607,  980.598704
   0.507157,  982.784724
   0.507708,  984.970744
   0.508258,  987.156764
   0.508809,  989.342784
   0.509359,  991.528804
   0.509910,  993.714825
   0.510460,  995.900845
   0.511011,  998.086865
   0.511562, 1000.272885
   0.512112, 1002.458905
   0.512663, 1004.644925
   0.513213, 1006.830945
   0.513764, 1009.016965
   0.514314, 1011.202985
   0.514865, 1013.389006
   0.515415, 1015.575026
   0.515966, 1017.761046
   0.516517, 1019.947066
   0.517067, 1022.133086
   0.517618, 1024.319106
   0.518168, 1026.505126
   0.518719, 1028.691146
   0.519269, 1030.877166
   0.519820, 1033.063187
   0.520370, 1035.249207
   0.520921, 1037.435227
   0.521471, 1039.621247
   0.522022, 1041.807267
   0.522573, 1043.993287
   0.523123, 1046.179307
   0.523674, 1048.365327
   0.524224, 1050.551347
   0.524775, 1052.737368
   0.525325, 1054.923388
   0.525876, 1057.109408
   0.526426, 1059.295428
   0.526977, 1061.481448
   0.527528, 1063.667468
   0.528078, 1065.853488
   0.528629, 1068.039508
   0.529179, 1070.225529
   0.529730, 1072.411549
   0.530280, 1074.597569
   0.530831, 1076.783589
   0.531381, 1078.969609
   0.531932, 1081.155629
   0.532482, 1083.341649
   0.533033, 1085.527669
   0.533584, 1087.713689
   0.534134, 1089.899710
   0.534685, 1092.085730
   0.535235, 1094.271750
   0.535786, 1096.457770
   0.536336, 1098.643790
   0.536887, 1100.829810
   0.537437, 1103.015830
   0.537988, 1105.201850
   0.538539, 1107.387870
   0.539089, 1109.573891
   0.539640, 1111.759911
   0.540190, 1113.945931
   0.540741, 1116.131951
   0.541291, 1118.317971
   0.541842, 1120.503991
   0.542392, 1122.690011
   0.542943, 1124.876031
   0.543493, 1127.062051
   0.544044, 1129.248072
   0.544595, 1131.434092
   0.545145, 1133.620112
   0.545696, 1135.806132
   0.546246, 1137.992152
   0.546797, 1140.178172
   0.547347, 1142.364192
   0.547898, 1144.550212
   0.548448, 1146.736233
   0.548999, 1148.922253
   0.549550, 1151.108273
   0.550100, 1153.294293
   0.550651, 1155.480313
   0.551201, 1157.666333
   0.551752, 1159.852353
   0.552302, 1162.038373
   0.552853, 1164.224393
   0.553403, 1166.410414
   0.553954, 1168.596434
   0.554505, 1170.782454
   0.555055, 1172.968474
   0.555606, 1175.154494
   0.556156, 1177.340514
   0.556707, 1179.526534
   0.557257, 1181.712554
   0.557808, 1183.898574
   0.558358, 1186.084595
   0.558909, 1188.270615
   0.559459, 1190.456635
   0.560010, 1192.642655
   0.560561, 1194.828675
   0.561111, 1197.014695
   0.561662, 1199.200715
   0.562212, 1201.386735
   0.562763, 1203.572755
   0.563313, 1205.758776
   0.563864, 1207.944796
   0.564414, 1210.130816
   0.564965, 1212.316836
   0.565516, 1214.502856
   0.566066, 1216.688876
   0.566617, 1218.874896
   0.567167, 1221.060916
   0.567718, 1223.246936
   0.568268, 1225.432957
   0.568819, 1227.618977
   0.569369, 1229.804997
   0.569920, 1231.991017
   0.570470, 1234.177037
   0.571021, 1236.363057
   0.571572, 1238.549077
   0.572122, 1240.735097
   0.572673, 1242.921118
   0.573223, 1245.107138
   0.573774, 1247.293158
   0.574324, 1249.479178
   0.574875, 1251.665198
   0.575425, 1253.851218
   0.575976, 1256.037238
   0.576527, 1258.223258
   0.577077, 1260.409278
   0.577628, 1262.595299
   0.578178, 1264.781319
