Range, Altitude
   0.000000,    0.000000
   0.586162,   35.000000
  83.513244, 25000.000000
1083.357051, 25000.000000
1157.714782, 1500.000000
1173.037401, 10000.000000
1273.037401, 10000.000000
1296.027285, 1500.000000
1296.027285, 1500.000000
1299.613994,   50.000000
1299.997876,    0.000000
