Speed (CAS), Rate of Climb
 135.689360,  310.571192
 138.048607,  312.090994
 140.407853,  325.596129
 142.767099,  339.314402
 145.126345,  349.184702
 147.485591,  358.600843
 149.844837,  366.277442
 152.204083,  372.938212
 154.563329,  377.912859
 156.922575,  382.552621
 159.281821,  384.859378
 161.641067,  387.214755
 164.000313,  387.153387
 166.359559,  386.768008
 168.718806,  385.515921
 171.078052,  382.013016
 173.437298,  378.705519
 175.796544,  374.412466
 178.155790,  367.495519
 180.515036,  360.987148
 182.874282,  354.197826
 185.233528,  344.397772
 187.592774,  334.186958
 189.952020,  323.753333
 192.311266,  312.928432
 194.670512,  299.153872
 197.029759,  284.797147
 199.389005,  269.938882
 201.748251,  254.602194
 204.107497,  238.672948
 206.466743,  219.545162
 208.825989,  199.803700
 211.185235,  179.757703
 213.544481,  159.246152
 215.903727,  138.120549
 218.262973,  114.513575
 220.622219,   89.128415
 222.981465,   63.016395
 225.340711,   36.172726
 227.699958,    8.799292
 230.059204,  -19.300582
 232.418450,  -48.141906
 234.777696,  -80.038130
 237.136942, -113.625233
 239.496188, -148.067407
 241.855434, -183.350115
 244.214680, -219.427870
 246.573926, -256.376335
 248.933172, -294.201324
 251.292418, -332.840982
 253.651664, -372.356346
 256.010910, -415.991572
 258.370157, -460.638777
 260.729403, -506.249590
 263.088649, -552.863128
 265.447895, -600.479475
 267.807141, -649.067722
 270.166387, -698.677809
 272.525633, -749.316412
 274.884879, -800.963553
 277.244125, -853.643921
 279.603371, -907.372221
 281.962617, -963.275971
 284.321863, -1022.403123
 286.681110, -1082.681149
 289.040356, -1144.117402
 291.399602, -1206.718749
 293.758848, -1270.493078
 296.118094, -1335.447760
 298.477340, -1401.602372
 300.836586, -1468.958223
 303.195832, -1537.516833
 305.555078, -1607.297225
 307.914324, -1678.321453
 310.273570, -1750.571142
 312.632816, -1824.053666
 314.992062, -1898.831654
 317.351309, -1974.861261
 319.710555, -2052.146702
 322.069801, -2133.227091
 324.429047, -2216.444741
 326.788293, -2301.014488
 329.147539, -2386.966460
 331.506785, -2474.367399
 333.866031, -2563.145640
 336.225277, -2653.309091
 338.584523, -2744.973410
 340.943769, -2838.058997
 343.303015, -2932.555296
 345.662262, -3028.543841
 348.021508, -3126.037535
 350.380754, -3224.967740
 352.740000, -3325.364240
 355.099246, -3427.368506
 357.458492, -3530.835384
 359.817738, -3635.772780
 362.176984, -3742.343066
 364.536230, -3850.450801
 366.895476, -3960.055450
 369.254722, -4071.256114
