alpha body, Static Stability Margin
 -10.000000,    0.322356
  -9.090909,    0.313583
  -8.181818,    0.296635
  -7.272727,    0.280035
  -6.363636,    0.263032
  -5.454545,    0.246188
  -4.545455,    0.230321
  -3.636364,    0.217631
  -2.727273,    0.210423
  -1.818182,    0.194284
  -0.909091,    0.176264
  -0.000000,    0.168097
   0.909091,    0.159742
   1.818182,    0.151753
   2.727273,    0.144647
   3.636364,    0.137791
   4.545455,    0.130950
   5.454545,    0.124782
   6.363636,    0.119313
   7.272727,    0.113970
   8.181818,    0.108787
   9.090909,    0.104350
  10.000000,    0.100256
  10.909091,    0.089358
  11.818182,    0.041149
  12.727273,   -0.097386
  13.636364,   -0.515214
  14.545455,   -2.802614
  15.454545,   -5.659257
  16.363636,   -3.967534
  17.272727,   -0.890074
  18.181818,   -0.220199
  19.090909,    0.012574
  20.000000,    0.073267
