alpha body, Static Stability Margin
 -10.000000,    0.452987
  -9.090909,    0.444625
  -8.181818,    0.428424
  -7.272727,    0.412514
  -6.363636,    0.396217
  -5.454545,    0.380047
  -4.545455,    0.364763
  -3.636364,    0.352490
  -2.727273,    0.345431
  -1.818182,    0.329856
  -0.909091,    0.312485
  -0.000000,    0.304496
   0.909091,    0.296325
   1.818182,    0.288497
   2.727273,    0.281518
   3.636364,    0.274780
   4.545455,    0.268054
   5.454545,    0.261981
   6.363636,    0.256596
   7.272727,    0.251333
   8.181818,    0.246225
   9.090909,    0.241857
  10.000000,    0.237850
  10.909091,    0.227588
  11.818182,    0.182750
  12.727273,    0.054534
  13.636364,   -0.330260
  14.545455,   -2.423389
  15.454545,   -5.053504
  16.363636,   -3.525494
  17.272727,   -0.703016
  18.181818,   -0.076074
  19.090909,    0.143687
  20.000000,    0.200797
