alpha body, Static Stability Margin
 -10.000000,    0.443566
  -9.000000,    0.434477
  -8.000000,    0.416370
  -7.000000,    0.398445
  -6.000000,    0.381053
  -5.000000,    0.364272
  -4.000000,    0.350693
  -3.000000,    0.340424
  -2.000000,    0.323011
  -1.000000,    0.305968
   0.000000,    0.297338
   1.000000,    0.289097
   2.000000,    0.280783
   3.000000,    0.272849
   4.000000,    0.265444
   5.000000,    0.258966
   6.000000,    0.253042
   7.000000,    0.247216
   8.000000,    0.241690
   9.000000,    0.236689
  10.000000,    0.232160
  11.000000,    0.214275
  12.000000,    0.141106
  13.000000,   -0.172819
  14.000000,   -2.324702
  15.000000,   -4.936718
  16.000000,   -3.142917
  17.000000,   -0.279873
  18.000000,    0.072830
