alpha body, Static Stability Margin
 -10.000000,    0.093528
  -9.000000,    0.083275
  -8.000000,    0.062931
  -7.000000,    0.042932
  -6.000000,    0.023679
  -5.000000,    0.005226
  -4.000000,   -0.009577
  -3.000000,   -0.020588
  -2.000000,   -0.039641
  -1.000000,   -0.058266
   0.000000,   -0.067366
   1.000000,   -0.076024
   2.000000,   -0.084757
   3.000000,   -0.093062
   4.000000,   -0.100782
   5.000000,   -0.107508
   6.000000,   -0.113656
   7.000000,   -0.119705
   8.000000,   -0.125443
   9.000000,   -0.130638
  10.000000,   -0.135421
  11.000000,   -0.156509
  12.000000,   -0.245252
  13.000000,   -0.626488
  14.000000,   -3.341945
  15.000000,   -6.597996
  16.000000,   -4.288570
