eta, D
   0.000000,  254.276841
   0.020408,  252.555185
   0.040816,  250.867776
   0.061224,  249.150429
   0.081633,  247.412560
   0.102041,  245.657582
   0.122449,  243.887129
   0.142857,  242.102112
   0.163265,  240.303088
   0.183673,  238.490421
   0.204082,  236.664354
   0.224490,  234.825045
   0.244898,  232.972592
   0.265306,  231.107040
   0.285714,  229.228390
   0.306122,  227.336599
   0.326531,  225.431583
   0.346939,  223.513216
   0.367347,  221.581330
   0.387755,  219.635718
   0.408163,  217.676130
   0.428571,  215.702286
   0.448980,  213.713900
   0.469388,  211.710803
   0.489796,  209.694120
   0.510204,  207.657700
   0.530612,  205.600298
   0.551020,  203.526778
   0.571429,  201.434687
   0.591837,  199.322688
   0.612245,  197.189442
   0.632653,  195.033471
   0.653061,  192.853099
   0.673469,  190.646411
   0.693878,  188.411196
   0.714286,  186.144900
   0.734694,  183.844552
   0.755102,  181.506683
   0.775510,  179.127232
   0.795918,  176.701430
   0.816327,  174.226383
   0.836735,  171.729030
   0.857143,  169.170760
   0.877551,  166.545092
   0.897959,  163.848210
   0.918367,  161.088335
   0.938776,  158.324761
   0.959184,  155.894512
   0.979592,  157.675539
   1.000000,  141.560381
