Speed (CAS), Climb Angle
  81.081024,  137.283543
  82.545280,  138.978553
  84.009536,  141.880980
  85.473792,  144.640153
  86.938048,  147.116003
  88.402304,  149.404373
  89.866560,  151.190374
  91.330816,  152.893476
  92.795072,  154.085536
  94.259328,  155.315047
  95.723584,  156.047410
  97.187840,  156.463200
  98.652096,  156.902664
 100.116352,  156.819415
 101.580609,  156.466567
 103.044865,  156.124966
 104.509121,  155.624009
 105.973377,  154.579243
 107.437633,  153.535457
 108.901889,  152.492650
 110.366145,  151.284817
 111.830401,  149.528930
 113.294657,  147.764462
 114.758913,  145.991415
 116.223169,  144.209788
 117.687425,  142.074514
 119.151681,  139.520095
 120.615937,  136.948707
 122.080193,  134.360348
 123.544449,  131.755020
 125.008705,  129.132721
 126.472961,  126.137710
 127.937217,  122.858247
 129.401473,  119.554573
 130.865729,  116.226688
 132.329985,  112.874591
 133.794242,  109.498281
 135.258498,  106.097757
 136.722754,  102.589809
 138.187010,   98.572779
 139.651266,   94.525433
 141.115522,   90.447769
 142.579778,   86.339783
 144.044034,   82.201473
 145.508290,   78.032834
 146.972546,   74.057296
 148.436802,   70.062777
 149.901058,   66.037905
 151.365314,   61.819730
 152.829570,   57.221863
 154.293826,   52.588659
 155.758082,   47.920113
 157.222338,   43.216216
 158.686594,   38.476962
 160.150850,   33.702343
 161.615106,   28.892350
 163.079362,   24.046974
 164.543618,   19.166206
 166.007875,   14.250036
 167.472131,    9.298455
 168.936387,    4.311450
 170.400643,   -0.710988
 171.864899,   -5.968621
 173.329155,  -11.511638
 174.793411,  -17.122419
 176.257667,  -22.831327
 177.721923,  -28.579606
 179.186179,  -34.367276
 180.650435,  -40.194357
 182.114691,  -46.060869
 183.578947,  -51.966834
 185.043203,  -57.912275
 186.507459,  -63.897214
 187.971715,  -69.921675
 189.435971,  -75.985683
 190.900227,  -82.089263
 192.364483,  -88.232443
 193.828739,  -94.415249
 195.292995, -100.637709
 196.757251, -106.899853
 198.221508, -113.201710
 199.685764, -119.543312
 201.150020, -125.924690
 202.614276, -132.345876
 204.078532, -139.159006
 205.542788, -146.173235
 207.007044, -153.230204
 208.471300, -160.329958
 209.935556, -167.472544
 211.399812, -174.658049
 212.864068, -181.887837
 214.328324, -189.167034
 215.792580, -196.415453
 217.256836, -203.721744
 218.721092, -211.121661
 220.185348, -218.640804
 221.649604, -226.310839
 223.113860, -234.169888
 224.578116, -242.262944
 226.042372, -250.642279
