Time, Mach number
  13.500000,    0.109794
  13.600000,    0.110502
  13.700000,    0.111210
  13.800000,    0.111917
  13.900000,    0.112625
  14.000000,    0.113333
  14.100000,    0.114041
  14.200000,    0.114731
  14.300000,    0.115420
  14.400000,    0.116108
  14.500000,    0.116796
  14.600000,    0.117484
  14.700000,    0.118173
  14.800000,    0.118861
  14.900000,    0.119549
  15.000000,    0.120237
  15.100000,    0.120926
  15.200000,    0.121597
  15.300000,    0.122266
  15.400000,    0.122935
  15.500000,    0.123604
  15.600000,    0.124273
  15.700000,    0.124942
  15.800000,    0.125611
  15.900000,    0.126280
  16.000000,    0.126949
  16.100000,    0.127618
  16.200000,    0.128270
  16.300000,    0.128920
  16.400000,    0.129570
  16.500000,    0.130220
  16.600000,    0.130870
  16.700000,    0.131520
  16.800000,    0.132170
  16.900000,    0.132820
  17.000000,    0.133470
  17.100000,    0.134120
  17.200000,    0.134754
  17.300000,    0.135385
  17.400000,    0.136017
  17.500000,    0.136648
  17.600000,    0.137279
  17.700000,    0.137911
  17.800000,    0.138542
  17.900000,    0.139174
  18.000000,    0.139805
  18.100000,    0.140436
  18.200000,    0.141052
  18.300000,    0.141665
  18.400000,    0.142278
  18.500000,    0.142891
  18.600000,    0.143504
  18.700000,    0.144117
  18.800000,    0.144730
  18.900000,    0.145344
  19.000000,    0.145957
  19.100000,    0.146570
  19.200000,    0.147167
  19.300000,    0.147762
  19.400000,    0.148357
  19.500000,    0.148953
  19.600000,    0.149548
  19.700000,    0.150143
  19.800000,    0.150738
  19.900000,    0.151334
  20.000000,    0.151929
  20.100000,    0.152524
  20.200000,    0.153104
  20.300000,    0.153682
  20.400000,    0.154259
  20.500000,    0.154837
  20.600000,    0.155415
  20.700000,    0.155993
  20.800000,    0.156571
  20.900000,    0.157148
  21.000000,    0.157726
  21.100000,    0.158304
  21.200000,    0.158867
  21.300000,    0.159427
  21.400000,    0.159988
  21.500000,    0.160549
  21.600000,    0.161110
  21.700000,    0.161671
  21.800000,    0.162231
  21.900000,    0.162792
  22.000000,    0.163353
  22.100000,    0.163914
  22.200000,    0.164460
  22.300000,    0.165005
  22.400000,    0.165549
  22.500000,    0.166094
  22.600000,    0.166638
  22.700000,    0.167183
  22.800000,    0.167727
  22.900000,    0.168272
  23.000000,    0.168817
  23.056841,    0.169126
  23.156841,    0.169654
  23.256841,    0.170173
  23.356841,    0.170692
  23.456841,    0.171211
  23.556841,    0.171730
  23.656841,    0.172249
  23.756841,    0.172768
  23.856841,    0.173287
  23.956841,    0.173806
  24.056841,    0.174324
  24.156841,    0.174828
  24.256841,    0.175314
  24.356841,    0.175800
  24.456841,    0.176285
  24.556841,    0.176771
  24.656841,    0.177257
  24.756841,    0.177742
  24.856841,    0.178228
  24.956841,    0.178714
  25.056841,    0.179199
  25.156841,    0.179668
  25.256841,    0.180116
  25.356841,    0.180564
  25.456841,    0.181013
  25.556841,    0.181461
  25.656841,    0.181909
  25.756841,    0.182357
  25.856841,    0.182805
  25.956841,    0.183254
  26.056841,    0.183702
  26.111100,    0.183945
  26.211100,    0.184184
  26.311100,    0.184423
  26.411100,    0.184662
  26.511100,    0.184901
  26.611100,    0.185140
  26.711100,    0.185379
  26.811100,    0.185618
  26.911100,    0.185857
  27.011100,    0.186096
  27.111100,    0.186335
  27.211100,    0.186416
  27.311100,    0.186498
  27.411100,    0.186579
  27.511100,    0.186660
  27.611100,    0.186742
  27.711100,    0.186739
  27.811100,    0.186737
  27.911100,    0.186735
  28.011100,    0.186732
  28.111100,    0.186730
  28.211100,    0.186650
  28.311100,    0.186569
  28.411100,    0.186489
  28.511100,    0.186408
