Ground Roll distance, Load Factor
 331.473468,    0.724873
 338.891409,    0.722012
 389.568447,    0.702628
 399.621374,    0.698814
 409.646987,    0.695022
 419.645362,    0.691251
 429.616575,    0.687501
 431.607565,    0.686753
 431.614209,    0.686750
 431.616547,    0.686750
 431.619034,    0.686749
 431.619291,    0.686748
 431.619553,    0.686748
 431.622169,    0.686744
 431.648334,    0.686705
 431.909934,    0.686316
 434.521853,    0.682414
 460.217480,    0.641956
 491.467928,    0.587174
 520.297518,    0.530345
 546.390242,    0.472817
 569.804590,    0.415438
 590.647569,    0.359031
 609.049725,    0.304392
 625.153583,    0.252273
 626.020809,    0.249340
 627.012204,    0.245971
 636.548709,    0.212670
 641.186140,    0.195862
 643.783233,    0.186263
 645.092137,    0.181373
 646.256848,    0.176992
 657.102823,    0.134754
 659.626393,    0.124531
 662.247113,    0.113744
 662.925251,    0.110924
 664.045682,    0.106239
 672.661014,    0.069126
 679.487464,    0.038200
 680.822738,    0.031971
 681.314735,    0.029660
 681.670714,    0.027982
 681.807534,    0.027336
 681.944248,    0.026690
 683.221019,    0.020612
 686.528388,    0.004481
 687.012466,    0.002059
 687.199517,    0.001116
 687.318313,    0.000515
 687.388034,    0.000161
 687.417491,    0.000011
 687.419406,    0.000002
 687.419677,    0.000000
 687.419717,    0.000000
 687.419717,    0.000000
