Ground Roll Distance, Horizontal Forces
1112.412899, -5215.288171
1138.585653, -5197.696087
1319.269083, -5078.353844
1355.005927, -5055.180832
1390.611043, -5032.233495
1426.085087, -5009.509273
1461.428708, -4987.005643
1468.481839, -4982.531169
1468.651553, -4982.423570
1468.774173, -4982.345830
1468.834595, -4982.307524
1468.873008, -4982.283171
1468.886392, -4982.274687
1468.894192, -4982.269742
1468.895757, -17079.446501
1468.897182, -17079.472821
1468.911433, -17079.736023
1469.053934, -17082.368237
1470.478637, -17108.709817
1484.694425, -17374.079180
1587.919327, -19449.205169
1612.370109, -19982.012963
1639.761874, -20597.653873
1756.308037, -23492.280649
1865.708425, -26695.419230
1963.723437, -30077.811401
2050.659091, -33600.868993
2127.168195, -37228.202064
2193.982165, -40921.555459
2251.842216, -44641.010193
2265.695530, -45620.802293
2267.994152, -45786.252085
2270.707944, -45974.275085
2296.955318, -47867.662359
2313.064287, -49103.594755
2324.355795, -50007.732966
2328.164341, -50318.648045
2331.558531, -50596.581948
2363.392366, -53375.566968
2372.092138, -54197.541543
2379.262037, -54898.925399
2383.215383, -55295.717643
2385.467024, -55525.107172
2386.595630, -55635.851087
2387.709845, -55742.447637
2398.446090, -56798.336523
2426.054555, -59819.384136
2447.031459, -62614.755124
2451.588320, -63426.676786
2455.168299, -64132.037434
2464.385068, -66680.987035
2465.299551, -67210.910786
2465.585593, -67497.260958
2465.692242, -67738.135653
2465.697158, -67784.125393
2465.697629, -67799.423685
2465.697655, -67803.995112
