Ground Roll Distance, Horizontal Forces
   0.000000, 5862.429232
   0.000000, 5831.634687
   0.000000, 5622.003711
   0.000000, 5581.146652
   0.000000, 5540.637064
   0.000000, 5500.471232
   0.000000, 5460.645488
   0.000000, 5452.720831
   0.000000, 5452.530006
   0.000000, 5452.392029
   0.000000, 5452.324007
   0.000000, 5452.280748
   0.000000, 5452.265672
   0.000000, 5452.260856
   0.000000, 5452.258413
   0.000000, 5452.253700
   0.000000, 5452.249218
   0.000000, 5452.204394
   0.000000, 5451.756132
   0.000000, 5447.271212
   0.000000, 5402.191543
   0.000000, 5032.838368
   0.000000, 4928.131684
   0.000000, 4787.869369
   0.000000, 4347.212269
   0.000000, 3887.129409
   0.000000, 3428.235939
   0.000000, 2977.830653
   0.000000, 2542.075550
   0.000000, 2126.555654
   0.000000, 1736.312994
   0.000000, 1703.468923
   0.000000, 1685.673874
   0.000000, 1669.438531
   0.000000, 1508.757855
   0.000000, 1376.973544
   0.000000, 1291.098872
   0.000000, 1247.204946
   0.000000, 1192.635772
   0.000000,  882.223095
   0.000000,  823.402182
   0.000000,  766.977434
   0.000000,  753.864442
   0.000000,  739.393053
   0.000000,  600.477302
   0.000000,  354.834758
   0.000000,  301.677225
   0.000000,  258.407002
   0.000000,  216.374118
   0.000000,  200.914719
   0.000000,  191.531793
   0.000000,  188.159020
   0.000000,  184.467963
   0.000000,  149.392916
   0.000000,   36.310656
   0.000000,   19.777918
   0.000000,   10.879141
   0.000000,    5.193828
   0.000000,    1.803741
   0.000000,    0.229394
   0.000000,    0.095827
   0.000000,    0.030427
   0.000000,    0.005910
   0.000000,    0.000395
   0.000000,    0.000009
