Time, CL
   0.000000,    0.801000
   0.001667,    0.801000
   0.003333,    0.801000
   0.005000,    0.801000
   0.006667,    0.801000
   0.008333,    0.801000
   0.010000,    0.801000
   0.011667,    0.801000
   0.013333,    0.801000
   0.015000,    0.801000
   0.016667,    0.801000
   0.018333,    0.801000
   0.020000,    0.801000
   0.021667,    0.801000
   0.023333,    0.801000
   0.025000,    0.801000
   0.026667,    0.801000
   0.028333,    0.801000
   0.030000,    0.801000
   0.031667,    0.801000
   0.033333,    0.801000
   0.035000,    0.801000
   0.036667,    0.801000
   0.038333,    0.801000
   0.040000,    0.801000
   0.041667,    0.801000
   0.043333,    0.801000
   0.045000,    0.801000
   0.046667,    0.801000
   0.048333,    0.801000
   0.050000,    0.801000
   0.051667,    0.801000
   0.053333,    0.801000
   0.055000,    0.801000
   0.056667,    0.801000
   0.058333,    0.801000
   0.060000,    0.801000
   0.061667,    0.801000
   0.063333,    0.801000
   0.065000,    0.801000
   0.066667,    0.801000
   0.068333,    0.801000
   0.070000,    0.801000
   0.071667,    0.801000
   0.073333,    0.801000
   0.075000,    0.801000
   0.076667,    0.801000
   0.078333,    0.801000
   0.080000,    0.801000
   0.081667,    0.801000
   0.083333,    0.801000
   0.085000,    0.801000
   0.086667,    0.801000
   0.088333,    0.801000
   0.090000,    0.801000
   0.091667,    0.801000
   0.093333,    0.801000
   0.095000,    0.801000
   0.096667,    0.801000
   0.098333,    0.801000
   0.100000,    0.801000
   0.101667,    0.801000
   0.103333,    0.801000
   0.105000,    0.801000
   0.106667,    0.801000
   0.108333,    0.801000
   0.110000,    0.801000
   0.111667,    0.801000
   0.113333,    0.801000
   0.115000,    0.801000
   0.116667,    0.801000
   0.118333,    0.801000
   0.120000,    0.801000
   0.121667,    0.801000
   0.123333,    0.801000
   0.125000,    0.801000
   0.126667,    0.801000
   0.128333,    0.801000
   0.130000,    0.801000
   0.131667,    0.801000
   0.133333,    0.801000
   0.135000,    0.801000
   0.136667,    0.801000
   0.138333,    0.801000
   0.140000,    0.801000
   0.141667,    0.801000
   0.143333,    0.801000
   0.145000,    0.801000
   0.146667,    0.801000
   0.148333,    0.801000
   0.150000,    0.801000
   0.151667,    0.801000
   0.153333,    0.801000
   0.155000,    0.801000
   0.156667,    0.801000
   0.158333,    0.801000
   0.160000,    0.801000
   0.161667,    0.801000
   0.163333,    0.801000
   0.165000,    0.801000
   0.166667,    0.801000
   0.168333,    0.801000
   0.170000,    0.801000
   0.171667,    0.801000
   0.173333,    0.801000
   0.175000,    0.801000
   0.176667,    0.801000
   0.178333,    0.801000
   0.180000,    0.801000
   0.181667,    0.801000
   0.183333,    0.801000
   0.185000,    0.801000
   0.186667,    0.801000
   0.188333,    0.801000
   0.190000,    0.801000
   0.191667,    0.801000
   0.193333,    0.801000
   0.195000,    0.801000
   0.196667,    0.801000
   0.198333,    0.801000
   0.200000,    0.801000
   0.201667,    0.801000
   0.203333,    0.801000
   0.205000,    0.801000
   0.206667,    0.801000
   0.208333,    0.801000
   0.210000,    0.801000
   0.211667,    0.801000
   0.213333,    0.801000
   0.215000,    0.801000
   0.216667,    0.801000
   0.218333,    0.801000
   0.220000,    0.801000
   0.221667,    0.801000
   0.223333,    0.801000
   0.225000,    0.801000
   0.226667,    0.801000
   0.228333,    0.801000
   0.230000,    0.801000
   0.231667,    0.801000
   0.233333,    0.801000
   0.235000,    0.801000
   0.236667,    0.801000
   0.238333,    0.801000
   0.240000,    0.801000
   0.241667,    0.801000
   0.243333,    0.801000
   0.245000,    0.801000
   0.246667,    0.801000
   0.248333,    0.801000
   0.250000,    0.801000
   0.251667,    0.801000
   0.253333,    0.801000
   0.255000,    0.801000
   0.256667,    0.801000
   0.258333,    0.801000
   0.260000,    0.801000
   0.261667,    0.801000
   0.263333,    0.801000
   0.265000,    0.801000
   0.266667,    0.801000
   0.268333,    0.801000
   0.270000,    0.801000
   0.271667,    0.801000
   0.273333,    0.801000
   0.275000,    0.801000
   0.276667,    0.801000
   0.278333,    0.801000
   0.280000,    0.801000
   0.281667,    0.801000
   0.283333,    0.801000
   0.285000,    0.801000
   0.286667,    0.801000
   0.288333,    0.801000
   0.290000,    0.801000
   0.291667,    0.801000
   0.293333,    0.801000
   0.295000,    0.801000
   0.296667,    0.801000
   0.298333,    0.801000
   0.300000,    0.801000
   0.301667,    0.801000
   0.303333,    0.801000
   0.305000,    0.801000
   0.306667,    0.801000
   0.308333,    0.801000
   0.310000,    0.801000
   0.311667,    0.801000
   0.312642,    0.801000
   0.314309,    0.867471
   0.315975,    0.933942
   0.317642,    1.000413
   0.319309,    1.040790
   0.320975,    1.052232
   0.322642,    1.063673
   0.324309,    1.075115
   0.325975,    1.086556
   0.327642,    1.097997
   0.329309,    1.109439
   0.330975,    1.120880
   0.332642,    1.132321
   0.334309,    1.143763
   0.335975,    1.164298
   0.337642,    1.194917
   0.339309,    1.225537
   0.340975,    1.256156
   0.342642,    1.286776
   0.344309,    1.317396
   0.345975,    1.348015
   0.347642,    1.378635
   0.349309,    1.409254
   0.350975,    1.439874
   0.352642,    1.468170
   0.354309,    1.493891
   0.355975,    1.519611
   0.357642,    1.545331
   0.359309,    1.571052
   0.360975,    1.596772
   0.362642,    1.622493
   0.364309,    1.648213
   0.365975,    1.673933
   0.367642,    1.699654
   0.368518,    1.713178
   0.370185,    1.734783
   0.371852,    1.756389
   0.373518,    1.777994
   0.375185,    1.799599
   0.376852,    1.821204
   0.378518,    1.842809
   0.380185,    1.864414
   0.381852,    1.886019
   0.383518,    1.907625
   0.385185,    1.929230
   0.386852,    1.929230
   0.388518,    1.929230
   0.390185,    1.929230
   0.391852,    1.929230
   0.393518,    1.929230
   0.395185,    1.929230
   0.396852,    1.929230
   0.398518,    1.929230
   0.400185,    1.929230
   0.401852,    1.929230
   0.403518,    1.929230
   0.405185,    1.929230
   0.406852,    1.929230
   0.408518,    1.929230
   0.410185,    1.929230
   0.410185,    0.710785
   1.605400,    0.710372
   2.825139,    0.709923
   4.084250,    0.709551
   5.433948,    0.709292
   6.920962,    0.708909
   8.567151,    0.708400
  10.405942,    0.707780
  12.496124,    0.707039
  14.982109,    0.706158
  14.982109,    0.508148
  15.801212,    0.507883
  16.620315,    0.507618
  17.439418,    0.507353
  18.258522,    0.507088
  19.077625,    0.506823
  19.896728,    0.506558
  20.715832,    0.506293
  21.534935,    0.506028
  22.354038,    0.505763
  23.173141,    0.505498
  23.992245,    0.505234
  24.811348,    0.504969
  25.630451,    0.504704
  26.449554,    0.504440
  27.268658,    0.504175
  28.087761,    0.503911
  28.906864,    0.503646
  29.725967,    0.503382
  30.545071,    0.503117
  31.364174,    0.502853
  32.183277,    0.502588
  33.002380,    0.502324
  33.821484,    0.502060
  34.640587,    0.501796
  35.459690,    0.501532
  36.278793,    0.501268
  37.097897,    0.501003
  37.917000,    0.500739
  38.736103,    0.500475
  38.736103,    0.414948
  39.896032,    0.414723
  41.058764,    0.414513
  42.220084,    0.414300
  43.376236,    0.414083
  44.524976,    0.413865
  45.661995,    0.413642
  46.783206,    0.413415
  47.900611,    0.413206
  49.010509,    0.412991
  49.010509,    0.690253
  49.589924,    0.690058
  50.174964,    0.689854
  50.765469,    0.689641
  51.364214,    0.689469
  51.981985,    0.689394
  52.628108,    0.689291
  53.305596,    0.689162
  54.016769,    0.688995
  54.763442,    0.688797
  54.763442,    0.985714
  56.615618,    0.985714
  58.468603,    0.985714
  60.322397,    0.985714
  62.177002,    0.985714
  64.032418,    0.985714
  65.888646,    0.985714
  67.745686,    0.985714
  69.603540,    0.985714
  71.462208,    0.985714
  71.462208,    0.408155
  72.108615,    0.408059
  72.744854,    0.407909
  73.383630,    0.407798
  74.025084,    0.407687
  74.669359,    0.407576
  75.316244,    0.407464
  75.965602,    0.407351
  76.616971,    0.407236
  77.269434,    0.407119
  77.269434,    0.985714
  82.269434,    0.983465
  87.269434,    0.981220
