Speed (TAS), Rate of Climb
  71.256185,    3.490037
  72.598814,    3.652774
  73.941442,    3.751726
  75.284070,    3.824335
  76.626698,    3.887037
  77.969326,    3.935879
  79.311955,    3.976778
  80.654583,    4.007546
  81.997211,    4.033207
  83.339839,    4.048956
  84.682467,    4.062936
  86.025096,    4.063771
  87.367724,    4.065559
  88.710352,    4.059710
  90.052980,    4.045248
  91.395608,    4.030722
  92.738237,    4.009040
  94.080865,    3.979474
  95.423493,    3.947730
  96.766121,    3.914627
  98.108749,    3.865000
  99.451377,    3.812291
 100.794006,    3.759816
 102.136634,    3.701046
 103.479262,    3.623606
 104.821890,    3.542922
 106.164518,    3.464117
 107.507147,    3.381632
 108.849775,    3.283852
 110.192403,    3.178424
 111.535031,    3.070964
 112.877659,    2.959180
 114.220288,    2.843626
 115.562916,    2.728286
 116.905544,    2.586215
 118.248172,    2.439046
 119.590800,    2.289543
 120.933429,    2.136640
 122.276057,    1.978635
 123.618685,    1.815994
 124.961313,    1.651446
 126.303941,    1.461105
 127.646570,    1.264468
 128.989198,    1.063832
 130.331826,    0.858349
 131.674454,    0.646949
 133.017082,    0.429907
 134.359711,    0.208605
 135.702339,   -0.018702
 137.044967,   -0.252058
 138.387595,   -0.509486
 139.730223,   -0.775949
 141.072851,   -1.049210
 142.415480,   -1.329123
 143.758108,   -1.615017
 145.100736,   -1.907838
 146.443364,   -2.207634
 147.785992,   -2.513798
 149.128621,   -2.826726
 150.471249,   -3.146762
 151.813877,   -3.473796
 153.156505,   -3.807401
 154.499133,   -4.157020
 155.841762,   -4.527697
 157.184390,   -4.905869
 158.527018,   -5.291839
 159.869646,   -5.685838
 161.212274,   -6.087827
 162.554903,   -6.497623
 163.897531,   -6.915605
 165.240159,   -7.341827
 166.582787,   -7.776182
 167.925415,   -8.218825
 169.268044,   -8.669868
 170.610672,   -9.129365
 171.953300,   -9.597368
 173.295928,  -10.073934
 174.638556,  -10.559120
 175.981185,  -11.053146
 177.323813,  -11.555956
 178.666441,  -12.067554
 180.009069,  -12.602293
 181.351697,  -13.150983
 182.694325,  -13.709053
 184.036954,  -14.276561
 185.379582,  -14.854115
 186.722210,  -15.441390
 188.064838,  -16.038287
 189.407466,  -16.645142
 190.750095,  -17.262431
 192.092723,  -17.889530
 193.435351,  -18.526495
 194.777979,  -19.174381
 196.120607,  -19.832515
 197.463236,  -20.500706
 198.805864,  -21.179486
 200.148492,  -21.869507
 201.491120,  -22.569779
 202.833748,  -23.280362
 204.176377,  -24.002815
