Mach, Rate of Climb
   0.219141, 1083.722796
   0.220968, 1089.423865
   0.222794, 1095.290171
   0.224621, 1100.869391
   0.226448, 1105.965447
   0.228275, 1110.734150
   0.230102, 1115.252284
   0.231929, 1119.217697
   0.233756, 1122.945783
   0.235582, 1126.297939
   0.237409, 1129.243485
   0.239236, 1131.957362
   0.241063, 1134.131820
   0.242890, 1136.153944
   0.244717, 1137.602140
   0.246544, 1138.900070
   0.248370, 1139.650922
   0.250197, 1140.435571
   0.252024, 1142.220322
   0.253851, 1143.921649
   0.255678, 1145.018258
   0.257505, 1146.025490
   0.259332, 1146.518410
   0.261159, 1146.807676
   0.262985, 1146.739782
   0.264812, 1146.293184
   0.266639, 1145.707513
   0.268466, 1144.508413
   0.270293, 1143.188054
   0.272120, 1141.486168
   0.273947, 1139.387417
   0.275773, 1137.156797
   0.277600, 1134.374875
   0.279427, 1131.341480
   0.281254, 1128.165567
   0.283081, 1124.349666
   0.284908, 1120.348214
   0.286735, 1116.193573
   0.288561, 1111.400043
   0.290388, 1106.398834
   0.292215, 1101.233772
   0.294042, 1095.529660
   0.295869, 1089.498848
   0.297696, 1083.293544
   0.299523, 1076.757009
   0.301349, 1070.842423
   0.303176, 1065.174716
   0.305003, 1059.340838
   0.306830, 1052.993058
   0.308657, 1046.289434
   0.310484, 1039.409068
   0.312311, 1032.351549
   0.314137, 1024.712654
   0.315964, 1016.762521
   0.317791, 1008.624706
   0.319618, 1000.298748
   0.321445,  991.475569
   0.323272,  982.236749
   0.325099,  972.799328
   0.326926,  963.162791
   0.328752,  953.282639
   0.330579,  942.715797
   0.332406,  931.939482
   0.334233,  920.953130
   0.336060,  909.756179
   0.337887,  898.233570
   0.339714,  886.082190
   0.341540,  873.709934
   0.343367,  861.116192
   0.345194,  848.300355
   0.347021,  835.261816
   0.348848,  821.505706
   0.350675,  808.171422
   0.352502,  795.793744
   0.354328,  783.201936
   0.356155,  770.395345
   0.357982,  757.284320
   0.359809,  743.515402
   0.361636,  729.521644
   0.363463,  715.302353
   0.365290,  700.856834
   0.367116,  686.184395
   0.368943,  671.284341
   0.370770,  655.708751
   0.372597,  639.815448
   0.374424,  623.684579
   0.376251,  607.315412
   0.378078,  590.707214
   0.379905,  573.859253
   0.381731,  556.770797
   0.383558,  538.982483
   0.385385,  520.875089
   0.387212,  502.517397
   0.389039,  483.908638
   0.390866,  465.048044
   0.392693,  445.934846
   0.394519,  426.568276
   0.396346,  406.888429
   0.398173,  386.482945
   0.400000,  365.814477
