Ground Distance, 
   0.000000,  127.292036
 786.134066,  127.292036
 823.475842,  125.660087
 860.817618,  124.028138
 898.159394,  122.396189
 935.501170,  120.764240
 972.842947,  119.132291
1010.184723,  117.500341
1047.526499,  115.868392
1084.868275,  114.236443
1122.210051,  112.604494
1124.919493,  112.576721
1151.977200,  112.299524
1339.892803,  110.382124
1377.089768,  110.004174
1414.159458,  109.628035
1451.102482,  109.253694
1487.919444,  108.881139
1490.435235,  108.855700
1492.398265,  108.835851
1494.063853,  108.819012
1494.974062,  108.809810
1495.591051,  108.803572
1495.818118,  108.801277
1495.854322,  108.800907
1495.887504,  108.800536
1496.219311,  108.796832
1499.536760,  108.759715
1532.648238,  108.381426
1680.024277,  106.509576
1825.870739,  104.302463
1963.574289,  101.815411
2030.954670,  100.426173
2058.890539,   99.812326
2085.870365,   99.196766
2201.473657,   96.277327
2313.059365,   92.945145
2416.055226,   89.301632
2510.327188,   85.355701
2596.036935,   81.115042
2673.437116,   76.590672
2742.851981,   71.796182
2804.660520,   66.746582
2859.276457,   61.457154
2884.335547,   58.690792
2887.872003,   58.279869
2891.682652,   57.831023
2928.132502,   53.184371
2940.515841,   51.437357
2948.108884,   50.316327
2950.919863,   49.890975
2953.871984,   49.437943
2981.884029,   44.772538
2994.079626,   42.494066
3001.542738,   41.008399
3009.242267,   39.392045
3011.401480,   38.921984
3013.280885,   38.506470
3014.967867,   38.128329
3030.911589,   34.279321
3055.246588,   27.049009
3062.737508,   24.296527
3067.514477,   22.335914
3071.630437,   20.475752
3073.102228,   19.763063
3073.734078,   19.448231
3075.806927,   18.373311
3077.571959,   17.400060
3088.972959,    8.535167
3090.677469,    6.128092
3091.382162,    4.781130
3091.867370,    3.563402
3092.193162,    2.418577
3092.385295,    1.340704
3092.465154,    0.329438
3092.469881,    0.091573
3092.470237,    0.028809
3092.470276,   -0.000987
