Ground Distance, 
   0.000000,    0.000000
 786.134066,    0.000000
 823.475842,    0.000000
 860.817618,    0.000000
 898.159394,    0.000000
 935.501170,    0.000000
 972.842947,    0.000000
1010.184723,    0.000000
1047.526499,    0.000000
1084.868275,    0.000000
1122.210051,    0.000000
1124.919493,    0.000000
1151.977200,    0.000000
1339.892803,    0.000000
1377.089768,    0.000000
1414.159458,    0.000000
1451.102482,    0.000000
1487.919444,    0.000000
1490.435235,    0.000000
1492.398265,    0.000000
1494.063853,    0.000000
1494.974062,    0.000000
1495.591051,    0.000000
1495.818118,    0.000000
1495.854322,    0.000000
1495.887504,    0.000000
1496.219311,    0.000000
1499.536760,    0.000000
1532.648238,    0.000000
1680.024277,    0.000000
1825.870739,    0.000000
1963.574289,    0.000000
2030.954670,    0.000000
2058.890539,    0.000000
2085.870365,    0.000000
2201.473657,    0.000000
2313.059365,    0.000000
2416.055226,    0.000000
2510.327188,    0.000000
2596.036935,    0.000000
2673.437116,    0.000000
2742.851981,    0.000000
2804.660520,    0.000000
2859.276457,    0.000000
2884.335547,    0.000000
2887.872003,    0.000000
2891.682652,    0.000000
2928.132502,    0.000000
2940.515841,    0.000000
2948.108884,    0.000000
2950.919863,    0.000000
2953.871984,    0.000000
2981.884029,    0.000000
2994.079626,    0.000000
3001.542738,    0.000000
3009.242267,    0.000000
3011.401480,    0.000000
3013.280885,    0.000000
3014.967867,    0.000000
3030.911589,    0.000000
3055.246588,    0.000000
3062.737508,    0.000000
3067.514477,    0.000000
3071.630437,    0.000000
3073.102228,    0.000000
3073.734078,    0.000000
3075.806927,    0.000000
3077.571959,    0.000000
3088.972959,    0.000000
3090.677469,    0.000000
3091.382162,    0.000000
3091.867370,    0.000000
3092.193162,    0.000000
3092.385295,    0.000000
3092.465154,    0.000000
3092.469881,    0.000000
3092.470237,    0.000000
3092.470276,    0.000000
