Ground distance, CD
   0.000000,    0.165781
   1.552558,    0.165781
   6.194505,    0.165781
  13.901772,    0.165781
  24.649676,    0.165781
  38.412938,    0.165781
  55.165712,    0.165781
  74.881597,    0.165781
  97.533673,    0.165781
 123.094521,    0.165781
 151.536232,    0.165781
 182.830460,    0.165781
 216.948417,    0.165781
 253.860912,    0.165781
 293.538381,    0.165781
 335.950890,    0.165781
 381.068176,    0.165781
 428.859681,    0.165781
 479.294536,    0.165781
 532.341627,    0.165781
 587.969612,    0.165781
 646.146912,    0.165781
 706.841772,    0.165781
 770.022291,    0.165781
 835.656422,    0.165781
 903.712013,    0.165781
 974.156842,    0.165781
1046.958635,    0.165781
1122.085087,    0.165781
1199.503882,    0.165781
1279.182732,    0.165781
1361.089399,    0.165781
1445.191686,    0.165781
1531.457459,    0.165781
1619.854677,    0.165781
1710.351395,    0.165781
1802.915772,    0.165781
1897.516043,    0.165781
1935.404270,    0.165781
1937.332591,    0.165781
2034.751534,    0.183454
2083.646823,    0.193358
2138.082329,    0.206379
2239.270979,    0.206379
2241.312162,    0.206355
2344.203073,    0.203379
2448.647491,    0.200387
2554.525024,    0.197378
2661.709692,    0.194460
2770.071469,    0.191651
2879.477997,    0.188824
2907.890491,    0.188042
3018.424023,    0.184630
3129.708465,    0.181139
3241.620019,    0.177785
3354.039124,    0.174520
3466.851774,    0.171238
3579.951053,    0.167939
3693.238067,    0.164623
3806.622728,    0.161404
3920.023929,    0.158297
4033.370117,    0.155173
4146.600308,    0.152033
4259.664502,    0.148876
4372.523956,    0.145791
4485.150950,    0.142847
4597.528756,    0.139888
4709.652278,    0.136911
4757.370765,    0.135696
4757.370765,    0.134446
4869.263629,    0.133821
4981.156493,    0.133196
5204.942221,    0.132571
5204.942221,    0.131946
5428.727949,    0.131321
5428.727949,    0.130696
5604.817418,    0.130071
5604.817418,    0.129713
5716.710282,    0.129713
5940.496010,    0.129713
5940.496010,    0.129713
6164.281738,    0.129713
6164.281738,    0.129713
6388.067466,    0.129713
6388.067466,    0.129713
6611.853194,    0.129713
