eta, Cd
   0.000000,    0.008081
   0.020408,    0.008089
   0.040816,    0.008097
   0.061224,    0.008105
   0.081633,    0.008112
   0.102041,    0.008119
   0.122449,    0.008125
   0.142857,    0.008131
   0.163265,    0.008136
   0.183673,    0.008142
   0.204082,    0.008146
   0.224490,    0.008151
   0.244898,    0.008155
   0.265306,    0.008158
   0.285714,    0.008162
   0.306122,    0.008164
   0.326531,    0.008167
   0.346939,    0.008169
   0.367347,    0.008170
   0.387755,    0.008171
   0.408163,    0.008172
   0.428571,    0.008171
   0.448980,    0.008171
   0.469388,    0.008170
   0.489796,    0.008168
   0.510204,    0.008165
   0.530612,    0.008162
   0.551020,    0.008158
   0.571429,    0.008153
   0.591837,    0.008147
   0.612245,    0.008140
   0.632653,    0.008132
   0.653061,    0.008123
   0.673469,    0.008112
   0.693878,    0.008100
   0.714286,    0.008087
   0.734694,    0.008072
   0.755102,    0.008054
   0.775510,    0.008035
   0.795918,    0.008013
   0.816327,    0.007988
   0.836735,    0.007961
   0.857143,    0.007931
   0.877551,    0.007898
   0.897959,    0.007860
   0.918367,    0.007818
   0.938776,    0.007775
   0.959184,    0.007747
   0.979592,    0.007931
   1.000000,    0.007208
