eta, Cd
   0.000000,    0.007208
   0.020408,    0.007208
   0.040816,    0.007208
   0.061224,    0.007208
   0.081633,    0.007208
   0.102041,    0.007208
   0.122449,    0.007208
   0.142857,    0.007208
   0.163265,    0.007208
   0.183673,    0.007208
   0.204082,    0.007208
   0.224490,    0.007208
   0.244898,    0.007208
   0.265306,    0.007208
   0.285714,    0.007208
   0.306122,    0.007208
   0.326531,    0.007208
   0.346939,    0.007208
   0.367347,    0.007208
   0.387755,    0.007208
   0.408163,    0.007208
   0.428571,    0.007208
   0.448980,    0.007208
   0.469388,    0.007208
   0.489796,    0.007208
   0.510204,    0.007208
   0.530612,    0.007208
   0.551020,    0.007208
   0.571429,    0.007208
   0.591837,    0.007208
   0.612245,    0.007208
   0.632653,    0.007208
   0.653061,    0.007208
   0.673469,    0.007208
   0.693878,    0.007208
   0.714286,    0.007208
   0.734694,    0.007208
   0.755102,    0.007208
   0.775510,    0.007208
   0.795918,    0.007208
   0.816327,    0.007208
   0.836735,    0.007208
   0.857143,    0.007208
   0.877551,    0.007208
   0.897959,    0.007208
   0.918367,    0.007208
   0.938776,    0.007208
   0.959184,    0.007208
   0.979592,    0.007208
   1.000000,    0.007208
