eta, Cd
   0.000000,  594.991916
   0.020408,  592.989481
   0.040816,  584.818696
   0.061224,  575.829798
   0.081633,  566.481353
   0.102041,  556.931989
   0.122449,  547.254858
   0.142857,  537.489286
   0.163265,  527.846717
   0.183673,  518.170433
   0.204082,  508.437507
   0.224490,  498.655642
   0.244898,  488.830441
   0.265306,  478.966015
   0.285714,  469.014775
   0.306122,  459.597392
   0.326531,  451.592130
   0.346939,  443.399767
   0.367347,  435.196058
   0.387755,  426.976833
   0.408163,  418.738835
   0.428571,  410.479482
   0.448980,  402.196686
   0.469388,  393.888986
   0.489796,  385.558458
   0.510204,  377.187271
   0.530612,  368.776173
   0.551020,  360.337501
   0.571429,  351.864035
   0.591837,  343.352192
   0.612245,  334.836048
   0.632653,  326.480296
   0.653061,  318.097430
   0.673469,  309.683376
   0.693878,  301.233140
   0.714286,  292.740524
   0.734694,  284.197776
   0.755102,  275.595180
   0.775510,  266.920575
   0.795918,  258.158870
   0.816327,  249.291707
   0.836735,  240.405479
   0.857143,  232.179679
   0.877551,  223.947684
   0.897959,  215.787349
   0.918367,  207.956323
   0.938776,  202.808516
   0.959184,  204.247293
   0.979592,  267.897865
   1.000000, -280.407709
