eta, Cd
   0.000000,  453.815026
   0.020408,  451.347754
   0.040816,  444.483345
   0.061224,  437.106738
   0.081633,  429.524905
   0.102041,  421.842122
   0.122449,  414.105317
   0.142857,  406.338963
   0.163265,  398.557042
   0.183673,  390.768071
   0.204082,  383.018547
   0.224490,  375.341965
   0.244898,  367.658801
   0.265306,  359.970950
   0.285714,  352.256880
   0.306122,  344.593306
   0.326531,  337.030997
   0.346939,  329.285561
   0.367347,  321.600195
   0.387755,  313.971862
   0.408163,  306.398401
   0.428571,  298.878251
   0.448980,  291.410278
   0.469388,  284.113511
   0.489796,  276.891780
   0.510204,  269.727868
   0.530612,  262.624245
   0.551020,  255.588116
   0.571429,  248.616011
   0.591837,  241.707040
   0.612245,  234.860785
   0.632653,  228.077056
   0.653061,  221.355810
   0.673469,  214.697123
   0.693878,  208.101180
   0.714286,  201.568287
   0.734694,  195.098907
   0.755102,  188.693754
   0.775510,  182.353970
   0.795918,  176.081503
   0.816327,  170.138204
   0.836735,  164.489178
   0.857143,  158.985378
   0.877551,  153.671084
   0.897959,  148.637943
   0.918367,  144.105537
   0.938776,  140.830872
   0.959184,  142.735492
   0.979592,  179.560639
   1.000000, -127.946468
