Time, Fuel Used
   0.000000,    0.000000
   0.100000,    0.014361
   0.200000,    0.028722
   0.300000,    0.043083
   0.400000,    0.057446
   0.500000,    0.071808
   0.600000,    0.086171
   0.700000,    0.100533
   0.800000,    0.114896
   0.900000,    0.129259
   1.000000,    0.143621
   1.100000,    0.157984
   1.200000,    0.172346
   1.300000,    0.186709
   1.400000,    0.201074
   1.500000,    0.215439
   1.600000,    0.229804
   1.700000,    0.244169
   1.800000,    0.258534
   1.900000,    0.272899
   2.000000,    0.287264
   2.100000,    0.301629
   2.200000,    0.315994
   2.300000,    0.330359
   2.400000,    0.344726
   2.500000,    0.359094
   2.600000,    0.373461
   2.700000,    0.387829
   2.800000,    0.402196
   2.900000,    0.416564
   3.000000,    0.430931
   3.100000,    0.445299
   3.200000,    0.459666
   3.300000,    0.474033
   3.400000,    0.488403
   3.500000,    0.502773
   3.600000,    0.517143
   3.700000,    0.531513
   3.800000,    0.545883
   3.900000,    0.560253
   4.000000,    0.574622
   4.100000,    0.588992
   4.200000,    0.603362
   4.300000,    0.617732
   4.400000,    0.632104
   4.500000,    0.646476
   4.600000,    0.660849
   4.700000,    0.675221
   4.800000,    0.689593
   4.900000,    0.703966
   5.000000,    0.718338
   5.100000,    0.732710
   5.200000,    0.747083
   5.300000,    0.761455
   5.400000,    0.775829
   5.500000,    0.790204
   5.600000,    0.804579
   5.700000,    0.818954
   5.800000,    0.833328
   5.900000,    0.847703
   6.000000,    0.862078
   6.100000,    0.876452
   6.200000,    0.890827
   6.300000,    0.905202
   6.400000,    0.919579
   6.500000,    0.933956
   6.600000,    0.948333
   6.700000,    0.962710
   6.800000,    0.977087
   6.900000,    0.991464
   7.000000,    1.005842
   7.100000,    1.020219
   7.200000,    1.034596
   7.300000,    1.048973
   7.400000,    1.063352
   7.500000,    1.077732
   7.600000,    1.092111
   7.700000,    1.106491
   7.800000,    1.120870
   7.900000,    1.135250
   8.000000,    1.149630
   8.100000,    1.164009
   8.200000,    1.178389
   8.300000,    1.192768
   8.400000,    1.207150
   8.500000,    1.221532
   8.600000,    1.235914
   8.700000,    1.250296
   8.800000,    1.264678
   8.900000,    1.279060
   9.000000,    1.293442
   9.100000,    1.307824
   9.200000,    1.322206
   9.300000,    1.336587
   9.400000,    1.350972
   9.500000,    1.365356
   9.600000,    1.379740
