Mach, Altitude
   0.182370,    0.000000
   0.183456,  100.000000
   0.184550,  200.000000
   0.185654,  300.000000
   0.186766,  400.000000
   0.187888,  500.000000
   0.189019,  600.000000
   0.190159,  700.000000
   0.191309,  800.000000
   0.192469,  900.000000
   0.193638, 1000.000000
   0.194817, 1100.000000
   0.196005, 1200.000000
   0.197204, 1300.000000
   0.198413, 1400.000000
   0.199632, 1500.000000
   0.200862, 1600.000000
   0.202102, 1700.000000
   0.203352, 1800.000000
   0.204613, 1900.000000
   0.205885, 2000.000000
   0.207168, 2100.000000
   0.208462, 2200.000000
   0.209767, 2300.000000
   0.211083, 2400.000000
   0.212411, 2500.000000
   0.213750, 2600.000000
   0.215101, 2700.000000
   0.216463, 2800.000000
   0.217838, 2900.000000
   0.219224, 3000.000000
   0.220623, 3100.000000
   0.222034, 3200.000000
   0.223457, 3300.000000
   0.224893, 3400.000000
   0.226342, 3500.000000
   0.227803, 3600.000000
   0.229278, 3700.000000
   0.230766, 3800.000000
   0.232267, 3900.000000
   0.233781, 4000.000000
   0.235309, 4100.000000
   0.236851, 4200.000000
   0.238407, 4300.000000
   0.239977, 4400.000000
   0.241561, 4500.000000
   0.243160, 4600.000000
   0.244773, 4700.000000
   0.246401, 4800.000000
   0.248044, 4900.000000
   0.249702, 5000.000000
   0.251375, 5100.000000
   0.253064, 5200.000000
   0.254768, 5300.000000
   0.256489, 5400.000000
   0.258225, 5500.000000
   0.259977, 5600.000000
   0.261746, 5700.000000
   0.263532, 5800.000000
   0.265334, 5900.000000
   0.267153, 6000.000000
   0.268990, 6100.000000
   0.270844, 6200.000000
   0.272715, 6300.000000
   0.274605, 6400.000000
   0.276512, 6500.000000
   0.278438, 6600.000000
   0.280382, 6700.000000
   0.282345, 6800.000000
   0.284327, 6900.000000
   0.286328, 7000.000000
   0.288349, 7100.000000
   0.290389, 7200.000000
   0.292449, 7300.000000
   0.294529, 7400.000000
   0.296630, 7500.000000
   0.298751, 7600.000000
   0.300894, 7700.000000
   0.303057, 7800.000000
   0.305242, 7900.000000
   0.377467, 8000.000000
   0.384524, 7900.000000
   0.390262, 7800.000000
   0.395368, 7700.000000
   0.399832, 7600.000000
   0.403649, 7500.000000
   0.407518, 7400.000000
   0.410728, 7300.000000
   0.413274, 7200.000000
   0.415862, 7100.000000
   0.418490, 7000.000000
   0.420441, 6900.000000
   0.423146, 6800.000000
   0.424450, 6700.000000
   0.426506, 6600.000000
   0.427872, 6500.000000
   0.429269, 6400.000000
   0.430694, 6300.000000
   0.431419, 6200.000000
   0.432900, 6100.000000
   0.433676, 6000.000000
   0.434476, 5900.000000
   0.435301, 5800.000000
   0.435410, 5700.000000
   0.436279, 5600.000000
   0.436429, 5500.000000
   0.437343, 5400.000000
   0.437533, 5300.000000
   0.437742, 5200.000000
   0.437969, 5100.000000
   0.438215, 5000.000000
   0.438479, 4900.000000
   0.438761, 4800.000000
   0.438305, 4700.000000
   0.438620, 4600.000000
   0.438193, 4500.000000
   0.437781, 4400.000000
   0.437382, 4300.000000
   0.436996, 4200.000000
   0.436624, 4100.000000
   0.435498, 4000.000000
   0.435151, 3900.000000
   0.434817, 3800.000000
   0.434495, 3700.000000
   0.433413, 3600.000000
   0.433115, 3500.000000
   0.432054, 3400.000000
   0.431779, 3300.000000
   0.430737, 3200.000000
   0.430485, 3100.000000
   0.429463, 3000.000000
   0.427667, 2900.000000
   0.426661, 2800.000000
   0.424878, 2700.000000
   0.423889, 2600.000000
   0.422119, 2500.000000
   0.421145, 2400.000000
   0.419388, 2300.000000
   0.418429, 2200.000000
   0.416685, 2100.000000
   0.415741, 2000.000000
   0.414806, 1900.000000
   0.413080, 1800.000000
   0.412159, 1700.000000
   0.411246, 1600.000000
   0.409539, 1500.000000
   0.407837, 1400.000000
   0.406140, 1300.000000
   0.404449, 1200.000000
   0.402762, 1100.000000
   0.401080, 1000.000000
   0.399404,  900.000000
   0.397732,  800.000000
   0.396065,  700.000000
   0.394403,  600.000000
   0.392745,  500.000000
   0.391092,  400.000000
   0.389444,  300.000000
   0.387801,  200.000000
   0.386162,  100.000000
   0.384527,    0.000000
