Mach, Efficiency
   0.208455,   15.314965
   0.212410,   15.759895
   0.216365,   16.125398
   0.220320,   16.457957
   0.224275,   16.774315
   0.228230,   17.045686
   0.232185,   17.315383
   0.236140,   17.547433
   0.240095,   17.771406
   0.244050,   17.978431
   0.248005,   18.161196
   0.251960,   18.350745
   0.255915,   18.494154
   0.259870,   18.636255
   0.263825,   18.782615
   0.267780,   18.876548
   0.271735,   18.972845
   0.275690,   19.071562
   0.279645,   19.123542
   0.283600,   19.152414
   0.287555,   19.181780
   0.291510,   19.211646
   0.295465,   19.192853
   0.299420,   19.160922
   0.303375,   19.128675
   0.307330,   19.096115
   0.311285,   19.052930
   0.315240,   18.965349
   0.319195,   18.877478
   0.323150,   18.789337
   0.327105,   18.700945
   0.331060,   18.612321
   0.335015,   18.479927
   0.338970,   18.320580
   0.342925,   18.162135
   0.346880,   18.004616
   0.350835,   17.848046
   0.354790,   17.692447
   0.358745,   17.537838
   0.362700,   17.348431
   0.366655,   17.142356
   0.370610,   16.938962
   0.374565,   16.738233
   0.378520,   16.540150
   0.382475,   16.344692
   0.386430,   16.151838
   0.390385,   15.961568
   0.394340,   15.773858
   0.398295,   15.562878
   0.402250,   15.340515
   0.406205,   15.122312
   0.410160,   14.908183
   0.414115,   14.698046
   0.418070,   14.491817
   0.422025,   14.289416
   0.425980,   14.090763
   0.429935,   13.895780
   0.433890,   13.704392
   0.437845,   13.516522
   0.441800,   13.332098
   0.445755,   13.143988
   0.449710,   12.940328
   0.453665,   12.741165
   0.457620,   12.546375
   0.461575,   12.355837
   0.465530,   12.169433
   0.469485,   11.987049
   0.473440,   11.808576
   0.477395,   11.633908
   0.481350,   11.462943
   0.485305,   11.295579
   0.489260,   11.131722
   0.493215,   10.971277
   0.497170,   10.814154
   0.501125,   10.660266
   0.505080,   10.509529
   0.509035,   10.361858
   0.512990,   10.217176
   0.516945,   10.075405
   0.520900,    9.927506
   0.524855,    9.780640
   0.528810,    9.636992
   0.532765,    9.496472
   0.536720,    9.358988
   0.540675,    9.224454
   0.544630,    9.092787
   0.548585,    8.963907
   0.552540,    8.837736
   0.556495,    8.714198
   0.560450,    8.593221
   0.564405,    8.474736
   0.568360,    8.358674
   0.572315,    8.244970
   0.576270,    8.133562
   0.580225,    8.024387
   0.584180,    7.917387
   0.588135,    7.812505
   0.592090,    7.709684
   0.596045,    7.608873
   0.600000,    7.510019
