Speed (CAS), Rate of Climb
  81.831822,    2.550375
  82.582404,    2.627804
  83.332985,    2.702998
  84.083566,    2.776125
  84.834147,    2.847334
  85.584729,    2.917663
  86.335310,    2.986302
  87.085891,    3.053478
  87.836472,    3.116566
  88.587054,    3.181338
  89.337635,    3.247709
  90.088216,    3.310367
  90.838797,    3.372395
  91.589379,    3.430806
  92.339960,    3.494527
  93.090541,    3.556093
  93.841122,    3.615428
  94.591704,    3.673202
  95.342285,    3.729627
  96.092866,    3.786465
  96.843447,    3.840623
  97.594029,    3.893298
  98.344610,    3.943884
  99.095191,    3.991719
  99.845772,    4.038636
 100.596353,    4.081847
 101.346935,    4.125519
 102.097516,    4.163975
 102.848097,    4.201526
 103.598678,    4.236991
 104.349260,    4.269447
 105.099841,    4.302122
 105.850422,    4.329928
 106.601003,    4.356666
 107.351585,    4.383360
 108.102166,    4.404587
 108.852747,    4.426210
 109.603328,    4.448091
 110.353910,    4.464685
 111.104491,    4.481172
 111.855072,    4.497555
 112.605653,    4.510368
 113.356235,    4.522940
 114.106816,    4.535326
 114.857397,    4.544218
 115.607978,    4.550590
 116.358560,    4.556928
 117.109141,    4.562976
 117.859722,    4.563069
 118.610303,    4.562720
 119.360885,    4.560469
 120.111466,    4.556679
 120.862047,    4.547518
 121.612628,    4.537825
 122.363210,    4.527301
 123.113791,    4.515519
 123.864372,    4.497596
 124.614953,    4.478910
 125.365534,    4.459569
 126.116116,    4.440037
 126.866697,    4.417250
 127.617278,    4.390797
 128.367859,    4.363587
 129.118441,    4.335730
 129.869022,    4.307448
 130.619603,    4.275039
 131.370184,    4.239476
 132.120766,    4.203052
 132.871347,    4.165961
 133.621928,    4.128078
 134.372509,    4.087905
 135.123091,    4.042558
 135.873672,    3.996307
 136.624253,    3.949326
 137.374834,    3.901373
 138.125416,    3.852442
 138.875997,    3.800358
 139.626578,    3.743446
 140.377159,    3.685325
 141.127741,    3.626116
 141.878322,    3.565814
 142.628903,    3.504371
 143.379484,    3.441608
 144.130066,    3.372630
 144.880647,    3.301871
 145.631228,    3.229907
 146.381809,    3.156662
 147.132391,    3.082164
 147.882972,    3.006446
 148.633553,    2.929505
 149.384134,    2.847386
 150.134716,    2.761382
 150.885297,    2.674046
 151.635878,    2.585373
 152.386459,    2.495359
 153.137040,    2.403734
 153.887622,    2.310587
 154.638203,    2.216080
 155.388784,    2.116981
 156.139365,    2.014113
