Speed (CAS), Rate of Climb
  59.818193,   -3.361781
  60.354840,   -2.941139
  60.891487,   -2.619799
  61.428133,   -2.423303
  61.964780,   -2.265688
  62.501427,   -2.102982
  63.038074,   -2.004940
  63.574721,   -1.920021
  64.111368,   -1.832156
  64.648015,   -1.741312
  65.184662,   -1.685013
  65.721308,   -1.629274
  66.257955,   -1.571500
  66.794602,   -1.511672
  67.331249,   -1.457843
  67.867896,   -1.417491
  68.404543,   -1.375598
  68.941190,   -1.327404
  69.477837,   -1.276649
  70.014483,   -1.227638
  70.551130,   -1.195641
  71.087777,   -1.162450
  71.624424,   -1.128051
  72.161071,   -1.092431
  72.697718,   -1.055579
  73.234365,   -1.022419
  73.771011,   -1.004846
  74.307658,   -0.986491
  74.844305,   -0.967346
  75.380952,   -0.947400
  75.917599,   -0.926646
  76.454246,   -0.905073
  76.990893,   -0.889391
  77.527540,   -0.883833
  78.064186,   -0.877841
  78.600833,   -0.871407
  79.137480,   -0.864528
  79.674127,   -0.857196
  80.210774,   -0.849407
  80.747421,   -0.841155
  81.284068,   -0.839645
  81.820715,   -0.853391
  82.357361,   -0.867119
  82.894008,   -0.880827
  83.430655,   -0.894513
  83.967302,   -0.908174
  84.503949,   -0.921808
  85.040596,   -0.935411
  85.577243,   -0.945531
  86.113890,   -0.954776
  86.650536,   -0.979408
  87.187183,   -1.011940
  87.723830,   -1.044818
  88.260477,   -1.078042
  88.797124,   -1.111612
  89.333771,   -1.145528
  89.870418,   -1.179791
  90.407065,   -1.214401
  90.943711,   -1.249359
  91.480358,   -1.284663
  92.017005,   -1.320316
  92.553652,   -1.356317
  93.090299,   -1.409436
  93.626946,   -1.465885
  94.163593,   -1.520841
  94.700240,   -1.576474
  95.236886,   -1.632787
  95.773533,   -1.689782
  96.310180,   -1.747461
  96.846827,   -1.805826
  97.383474,   -1.864881
  97.920121,   -1.924628
  98.456768,   -1.985068
  98.993415,   -2.046204
  99.530061,   -2.108039
 100.066708,   -2.170576
 100.603355,   -2.233815
 101.140002,   -2.313870
 101.676649,   -2.399091
 102.213296,   -2.483599
 102.749943,   -2.568659
 103.286590,   -2.654745
 103.823236,   -2.741862
 104.359883,   -2.830013
 104.896530,   -2.919204
 105.433177,   -3.009437
 105.969824,   -3.100718
 106.506471,   -3.193050
 107.043118,   -3.286438
 107.579764,   -3.380886
 108.116411,   -3.476397
 108.653058,   -3.572977
 109.189705,   -3.670629
 109.726352,   -3.769358
 110.262999,   -3.868965
 110.799646,   -3.969117
 111.336293,   -4.070351
 111.872939,   -4.189732
 112.409586,   -4.313561
 112.946233,   -4.438782
