alpha body, Efficiency
 -10.000000,   -0.832542
  -9.000000,    0.972289
  -8.000000,    3.053807
  -7.000000,    5.374610
  -6.000000,    7.885234
  -5.000000,   10.488367
  -4.000000,   13.037980
  -3.000000,   15.336136
  -2.000000,   17.300341
  -1.000000,   18.836157
   0.000000,   19.901731
   1.000000,   20.505716
   2.000000,   20.730523
   3.000000,   20.616826
   4.000000,   20.210850
   5.000000,   19.609117
   6.000000,   18.899700
   7.000000,   18.122785
   8.000000,   17.322049
   9.000000,   16.508866
  10.000000,   15.664015
  11.000000,   14.770329
  12.000000,   13.832734
  13.000000,   12.870473
  14.000000,   11.903228
  15.000000,   10.952499
  16.000000,   10.035369
  17.000000,    9.170265
  18.000000,    8.371927
  19.000000,    7.681844
  20.000000,    7.242316
