alpha body, Efficiency
 -10.000000,   -0.775415
  -9.000000,    0.923294
  -8.000000,    2.882162
  -7.000000,    5.065989
  -6.000000,    7.428260
  -5.000000,    9.877447
  -4.000000,   12.271963
  -3.000000,   14.428274
  -2.000000,   16.269515
  -1.000000,   17.707394
   0.000000,   18.697397
   1.000000,   19.254627
   2.000000,   19.457658
   3.000000,   19.343279
   4.000000,   18.952883
   5.000000,   18.382127
   6.000000,   17.713021
   7.000000,   16.975754
   8.000000,   16.219535
   9.000000,   15.435974
  10.000000,   14.555173
  11.000000,   13.735057
