alpha body, Efficiency
 -10.000000,   -0.812119
  -9.090909,    0.783077
  -8.181818,    2.598669
  -7.272727,    4.617200
  -6.363636,    6.812060
  -5.454545,    9.119251
  -4.545455,   11.397691
  -3.636364,   13.561528
  -2.727273,   15.530009
  -1.818182,   17.228029
  -0.909091,   18.563116
  -0.000000,   19.495545
   0.909091,   20.033193
   1.818182,   20.243482
   2.727273,   20.182225
   3.636364,   19.909193
   4.545455,   19.457763
   5.454545,   18.865532
   6.363636,   18.199379
   7.272727,   17.504274
   8.181818,   16.793940
   9.090909,   16.068888
  10.000000,   15.305048
  10.909091,   14.504357
  11.818182,   13.676615
  12.727273,   12.832813
  13.636364,   11.977897
  14.545455,   11.123245
  15.454545,   10.285319
  16.363636,    9.484019
  17.272727,    8.730343
  18.181818,    8.033724
  19.090909,    7.420406
