alpha body, Efficiency
 -10.000000,   -0.775535
  -9.000000,    0.923399
  -8.000000,    2.882528
  -7.000000,    5.066647
  -6.000000,    7.429233
  -5.000000,    9.878747
  -4.000000,   12.273641
  -3.000000,   14.430263
  -2.000000,   16.271772
  -1.000000,   17.709862
   0.000000,   18.700148
   1.000000,   19.257469
   2.000000,   19.460532
   3.000000,   19.346309
   4.000000,   18.955840
   5.000000,   18.384979
   6.000000,   17.715760
   7.000000,   16.978579
   8.000000,   16.222205
   9.000000,   15.439970
  10.000000,   14.559604
  11.000000,   13.736858
