CLe, Static Stability Margin
   0.590614,   -0.050340
   0.671366,   -0.045554
   0.752357,   -0.035918
   0.833586,   -0.028632
   0.915052,   -0.016297
   0.996753,   -0.003778
   1.078688,    0.001451
   1.160857,    0.006787
   1.243261,    0.044322
   1.327136,    0.024048
   1.409017,   -0.027900
   1.491131,   -0.021425
   1.573480,   -0.014519
   1.656064,   -0.007301
   1.738883,   -0.000105
