alpha body, Efficiency
 -10.000000,    0.961051
  -9.090909,    1.429295
  -8.181818,    1.901011
  -7.272727,    2.375864
  -6.363636,    2.853049
  -5.454545,    3.331668
  -4.545455,    3.810518
  -3.636364,    4.288662
  -2.727273,    4.763428
  -1.818182,    5.237004
  -0.909091,    5.667038
