alpha body, Efficiency
 -10.000000,    1.000665
  -9.090909,    1.492631
  -8.181818,    1.988539
  -7.272727,    2.488106
  -6.363636,    2.990332
  -5.454545,    3.494632
  -4.545455,    4.000014
  -3.636364,    4.505024
  -2.727273,    5.008910
  -1.818182,    5.517645
  -0.909091,    6.007066
  -0.000000,    6.490226
   0.909091,    6.963087
   1.818182,    7.422944
   2.727273,    7.835001
   3.636364,    8.266669
