Mach, Rate of Climb
   0.359458,    0.945204
   0.363706,    1.067514
   0.367954,    1.186101
   0.372202,    1.300756
   0.376450,    1.411993
   0.380697,    1.519680
   0.384945,    1.623905
   0.389193,    1.724849
   0.393441,    1.822137
   0.397689,    1.916183
   0.401937,    2.005214
   0.406185,    2.091544
   0.410433,    2.175371
   0.414681,    2.255098
   0.418929,    2.330994
   0.423176,    2.405161
   0.427424,    2.477501
   0.431672,    2.547314
   0.435920,    2.615487
   0.440168,    2.678050
   0.444416,    2.746640
   0.448664,    2.810434
   0.452912,    2.873736
   0.457160,    2.932138
   0.461408,    2.996614
   0.465655,    3.057105
   0.469903,    3.117546
   0.474151,    3.172187
   0.478399,    3.231023
   0.482647,    3.283787
   0.486895,    3.336740
   0.491143,    3.386066
   0.495391,    3.432174
   0.499639,    3.478643
   0.503887,    3.517898
   0.508134,    3.557600
   0.512382,    3.593948
   0.516630,    3.625160
   0.520878,    3.656618
   0.525126,    3.684770
   0.529374,    3.707613
   0.533622,    3.730435
   0.537870,    3.750641
   0.542118,    3.765421
   0.546366,    3.780496
   0.550613,    3.795477
   0.554861,    3.802462
   0.559109,    3.808939
   0.563357,    3.817436
   0.567605,    3.823118
   0.571853,    3.823065
   0.576101,    3.822568
   0.580349,    3.823030
   0.584597,    3.820186
   0.588845,    3.811713
   0.593092,    3.802640
   0.597340,    3.791586
   0.601588,    3.779676
   0.605836,    3.759246
   0.610084,    3.738018
   0.614332,    3.714357
   0.618580,    3.689837
   0.622828,    3.662560
   0.627076,    3.628261
   0.631324,    3.592926
   0.635571,    3.556584
   0.639819,    3.519234
   0.644067,    3.480870
   0.648315,    3.434481
   0.652563,    3.386418
   0.656811,    3.337176
   0.661059,    3.286761
   0.665307,    3.236075
   0.669555,    3.184110
   0.673803,    3.122985
   0.678050,    3.060535
   0.682298,    2.997726
   0.686546,    2.933572
   0.690794,    2.868068
   0.695042,    2.801186
   0.699290,    2.729578
   0.703538,    2.651157
   0.707786,    2.571206
   0.712034,    2.489646
   0.716282,    2.404769
   0.720529,    2.318320
   0.724777,    2.230292
   0.729025,    2.140609
   0.733273,    2.042170
   0.737521,    1.939810
   0.741769,    1.835685
   0.746017,    1.729796
   0.750265,    1.622227
   0.754513,    1.512872
   0.758761,    1.401724
   0.763008,    1.288880
   0.767256,    1.175625
   0.771504,    1.052853
   0.775752,    0.927803
   0.780000,    0.800921
