Ground distance, CL
   0.000000,    1.593600
   1.648704,    1.593600
   6.565546,    1.593600
  14.705968,    1.593600
  26.024593,    1.593600
  40.475283,    1.593600
  58.011198,    1.593600
  78.584867,    1.593600
 102.148236,    1.593600
 128.652739,    1.593600
 158.049362,    1.593600
 190.288688,    1.593600
 225.320983,    1.593600
 263.096243,    1.593600
 303.564296,    1.593600
 346.674876,    1.593600
 392.377726,    1.593600
 440.622658,    1.593600
 491.359657,    1.593600
 544.538886,    1.593600
 600.110743,    1.593600
 635.486220,    1.593600
 694.825270,    1.944577
 749.747379,    2.240420
 813.390959,    2.549742
 818.125523,    2.569850
 850.779612,    2.569850
 917.201098,    2.569850
 966.546524,    2.569850
1034.273039,    2.569850
1038.299339,    2.569850
1106.126881,    1.957440
1173.953613,    1.905320
1241.779819,    1.902714
1309.606375,    1.905320
1377.433455,    1.907926
1445.261031,    1.910532
1513.089101,    1.913138
1580.917638,    1.915744
1648.746644,    1.916196
1716.576136,    1.918350
1780.379682,    1.920956
1817.190870,    1.915744
1885.020555,    1.915744
1952.850251,    1.918350
2020.680498,    1.920956
2088.511255,    1.923562
2156.342540,    1.926168
2224.174354,    1.928774
2292.006680,    1.931380
2359.839526,    1.933986
2427.672893,    1.936592
2428.516631,    1.936592
2496.349840,    1.709870
2564.182344,    1.712476
2632.015244,    1.723490
2699.848884,    1.733324
2767.683330,    1.965258
2835.518515,    1.978288
2903.354305,    1.980894
2971.190427,    1.980894
3039.026972,    1.983500
3106.863927,    1.983500
3174.701374,    1.986106
3242.539195,    1.988712
3310.377436,    1.988712
3378.216149,    1.991318
3446.055235,    1.991318
3513.894819,    1.993924
3581.734796,    1.996530
3649.575188,    1.996530
3717.416039,    1.999136
3785.257256,    1.999136
3853.098979,    2.001742
3920.941113,    2.004348
3988.783646,    2.004348
4056.626624,    2.006954
4124.469944,    2.006954
4192.313742,    2.009560
4260.157909,    2.012166
4328.002472,    2.012166
4395.847476,    2.014772
4463.692840,    2.014772
4531.538674,    2.017378
4599.384868,    2.019984
4667.231484,    2.019984
4735.078559,    2.022590
4802.925958,    2.022590
4870.773836,    2.025196
4938.622093,    2.027802
5006.470747,    2.027802
5074.319855,    2.030408
5142.169323,    2.030408
5210.019270,    2.033014
5277.869596,    2.035620
5345.720325,    2.035620
5413.571514,    2.038226
5481.423039,    2.038226
5549.275031,    2.040832
5617.127407,    2.043438
5684.980164,    2.043438
5752.833394,    2.046044
5820.687004,    2.046044
5888.541070,    2.048650
5956.395520,    2.051256
6024.250357,    2.051256
6092.105674,    2.053862
6159.961348,    2.053862
6227.817496,    2.056468
6295.674071,    2.059074
6363.531030,    2.059074
6431.388485,    2.061680
6499.246321,    2.064286
6567.104616,    2.064286
6634.963350,    2.066892
6702.822482,    2.066892
6770.682103,    2.069498
6838.542076,    2.072104
6906.402486,    2.072104
6974.263339,    2.074710
7042.124580,    2.074710
7109.986328,    2.077316
7177.848473,    2.079922
7245.711070,    2.079922
7313.574188,    2.079922
7381.438001,    2.082528
7449.301891,    2.082528
7517.166010,    2.085134
7585.030611,    2.085134
7652.895696,    2.087740
7720.761207,    2.090346
7788.627121,    2.090346
7856.493531,    2.092952
7924.360337,    2.095558
7992.227587,    2.095558
8000.000000,    2.095558
