Speed (CAS), Rate of Climb
  62.744402,    7.104830
  63.554292,    7.157930
  64.364181,    7.206750
  65.174071,    7.251291
  65.983961,    7.291567
  66.793850,    7.327607
  67.603740,    7.359421
  68.413629,    7.386612
  69.223519,    7.409567
  70.033409,    7.428363
  70.843298,    7.448814
  71.653188,    7.470359
  72.463077,    7.487417
  73.272967,    7.500414
  74.082857,    7.509896
  74.892746,    7.515417
  75.702636,    7.516357
  76.512526,    7.514081
  77.322415,    7.507388
  78.132305,    7.496715
  78.942194,    7.482733
  79.752084,    7.463719
  80.561974,    7.442131
  81.371863,    7.414947
  82.181753,    7.385925
  82.991642,    7.361100
  83.801532,    7.334238
  84.611422,    7.301709
  85.421311,    7.267014
  86.231201,    7.227287
  87.041091,    7.184555
  87.850980,    7.137957
  88.660870,    7.086998
  89.470759,    7.033659
  90.280649,    6.974559
  91.090539,    6.912707
  91.900428,    6.847530
  92.710318,    6.777011
  93.520207,    6.703881
  94.330097,    6.633096
  95.139987,    6.562087
  95.949876,    6.488534
  96.759766,    6.411779
  97.569655,    6.329459
  98.379545,    6.244477
  99.189435,    6.156823
  99.999324,    6.063701
 100.809214,    5.966970
 101.619104,    5.867447
 102.428993,    5.764957
 103.238883,    5.656183
 104.048772,    5.544499
 104.858662,    5.429895
 105.668552,    5.313191
 106.478441,    5.200535
 107.288331,    5.084881
 108.098220,    4.966349
 108.908110,    4.844926
 109.718000,    4.718954
 110.527889,    4.588048
 111.337779,    4.454136
 112.147668,    4.317205
 112.957558,    4.177243
 113.767448,    4.032615
 114.577337,    3.882887
 115.387227,    3.730011
 116.197117,    3.573975
 117.007006,    3.414766
 117.816896,    3.259201
 118.626785,    3.102360
 119.436675,    2.941817
 120.246565,    2.778133
 121.056454,    2.611295
 121.866344,    2.441288
 122.676233,    2.268100
 123.486123,    2.089926
 124.296013,    1.906671
 125.105902,    1.720123
 125.915792,    1.530266
 126.725681,    1.337087
 127.535571,    1.140571
 128.345461,    0.940704
 129.155350,    0.737411
 129.965240,    0.535716
 130.775130,    0.330665
 131.585019,    0.122245
 132.394909,   -0.089558
 133.204798,   -0.304761
 134.014688,   -0.523376
 134.824578,   -0.745418
 135.634467,   -0.970903
 136.444357,   -1.202906
 137.254246,   -1.438997
 138.064136,   -1.678638
 138.874026,   -1.921845
 139.683915,   -2.168632
 140.493805,   -2.419015
 141.303694,   -2.669418
 142.113584,   -2.921078
 142.923474,   -3.176310
