Time, Acceleration
   0.000100, 32978.093713
   0.000546, 32977.955009
   0.002112, 32977.468606
   0.007888, 32975.674071
   0.020075, 32971.887271
   0.038710, 32966.096154
   0.066510, 32957.455765
   0.098692, 32947.451357
   0.130841, 32937.454785
   0.163087, 32927.426010
   0.195432, 32917.363973
   0.227757, 32907.305989
   0.260268, 32897.187744
   0.292877, 32887.036975
   0.325641, 32876.835245
   0.358431, 32866.623397
   0.391313, 32856.380454
   0.424745, 32845.963993
   0.457979, 32835.606568
   0.491599, 32825.126761
   0.525857, 32814.445439
   0.559964, 32803.808824
   0.594349, 32793.082956
   0.628921, 32782.295947
   0.664123, 32771.310115
   0.699806, 32760.171663
   0.735399, 32749.058380
   0.771292, 32737.849051
   0.807013, 32726.690586
   0.842776, 32715.516081
   0.879300, 32704.101354
   0.916421, 32692.497458
   0.953773, 32680.818197
   0.992118, 32668.825503
   1.030315, 32656.876144
   1.069146, 32644.725565
   1.107704, 32632.657041
   1.147211, 32620.288741
   1.186535, 32607.974421
   1.226579, 32595.431506
   1.266302, 32582.985999
   1.307228, 32570.160239
   1.347778, 32557.448906
   1.389064, 32544.503687
   1.430263, 32531.582186
   1.471764, 32518.562883
   1.514316, 32505.210106
   1.556787, 32491.879282
   1.599939, 32478.331150
   1.642774, 32464.878820
   1.687038, 32450.974188
   1.730939, 32437.179838
   1.775670, 32423.120804
   1.820184, 32409.126158
   1.864954, 32395.047307
   1.909819, 32380.934948
   1.955805, 32366.465620
   2.001849, 32351.974450
   2.048469, 32337.297623
   2.095125, 32322.605568
   2.142291, 32307.748751
   2.189126, 32292.991960
   2.237033, 32277.893317
   2.285230, 32262.699080
   2.333831, 32247.373418
   2.383233, 32231.790226
   2.431887, 32216.438923
   2.481281, 32200.849780
   2.531537, 32184.984145
   2.581891, 32169.083114
   2.632518, 32153.091014
   2.683690, 32136.922519
   2.734903, 32120.736037
   2.786150, 32104.534414
   2.838588, 32087.951379
   2.890625, 32071.490665
   2.943673, 32054.705319
   2.997281, 32037.737724
   3.050425, 32020.912104
   3.103981, 32003.950924
   3.157899, 31986.870445
   3.212655, 31969.519464
   3.267239, 31952.218136
   3.322483, 31934.702291
   3.378009, 31917.091878
   3.433748, 31899.408912
   3.489495, 31881.718543
   3.545193, 31864.038183
   3.602123, 31845.961931
   3.658751, 31827.976269
   3.715857, 31809.833210
   3.773368, 31791.556525
   3.831205, 31773.171005
   3.889543, 31754.620881
   3.947823, 31736.083670
   4.006814, 31717.314711
   4.066534, 31698.308709
   4.126022, 31679.370788
   4.185579, 31660.405787
   4.245818, 31641.217806
   4.257997, 31637.337910
   4.264565, 31635.245362
   4.288664, 31627.566702
   4.289110, 31627.424675
   4.289596, 31627.269874
   4.290094, 31627.111107
   4.290103, 31627.108202
   4.290107, 31627.106544
   4.290111, 31627.104916
   4.290151, 31627.088637
   4.290548, 31626.925851
   4.292779, 31626.010667
   4.302522, 31622.014725
   4.336312, 31608.156190
   4.389727, 31586.249915
   4.444021, 31563.985292
   4.498790, 31541.527546
   4.553724, 31519.004303
   4.609036, 31496.327957
   4.664586, 31473.556028
   4.719974, 31450.852534
   4.776061, 31427.864535
   4.831987, 31404.944499
   4.888185, 31381.915687
   4.944969, 31358.648756
   5.001505, 31335.485803
   5.058369, 31312.190389
   5.115776, 31288.675514
   5.173351, 31265.093988
   5.231548, 31241.260328
   5.289879, 31217.374019
   5.348268, 31193.466965
   5.406993, 31169.424977
   5.465442, 31145.498726
   5.524777, 31121.212507
   5.584138, 31096.918651
   5.643657, 31072.562943
   5.703260, 31048.175714
   5.763285, 31023.619112
   5.823481, 30998.995691
   5.884014, 30974.237428
   5.944757, 30949.396284
   6.006277, 30924.240742
   6.067556, 30899.187486
   6.128832, 30874.138338
   6.190554, 30848.910848
   6.252798, 30823.473198
   6.315043, 30798.038991
   6.377686, 30772.445588
   6.440754, 30746.682467
   6.503340, 30721.120134
   6.566359, 30695.385088
   6.629244, 30669.707971
   6.692597, 30643.844385
   6.756511, 30617.755662
   6.820676, 30591.568593
   6.885594, 30565.078599
   6.949956, 30538.819823
   7.014723, 30512.400003
   7.079777, 30485.867671
   7.145077, 30459.239802
   7.210367, 30432.620317
   7.275923, 30405.897135
   7.341473, 30379.181162
   7.407891, 30352.116202
   7.474017, 30325.175226
   7.540535, 30298.079617
   7.607084, 30270.976544
   7.674053, 30243.707294
   7.741025, 30216.442319
   7.808067, 30189.154291
   7.875690, 30161.634716
   7.943508, 30134.041356
   8.011777, 30106.270275
   8.079643, 30078.668703
   8.148526, 30050.659478
   8.216802, 30022.902715
   8.285592, 29994.942952
   8.355034, 29966.724400
   8.423942, 29938.728466
   8.493312, 29910.551428
   8.563090, 29882.214733
   8.633123, 29853.780814
   8.703420, 29825.246301
   8.773699, 29796.725489
   8.787742, 29791.027276
   8.797572, 29787.038943
   8.803721, 29784.543894
   8.803886, 29784.477186
   8.803940, 29784.455007
   8.803982, 29784.435490
   8.804020, 29784.415837
   8.804398, 29784.221798
   8.806867, 29782.955857
   8.820309, 29776.062508
   8.863404, 29753.967788
   8.926163, 29721.807217
   8.989247, 29689.499050
   9.052427, 29657.159927
   9.115593, 29624.846357
   9.178864, 29592.498029
   9.242176, 29560.147578
   9.305840, 29527.636778
   9.369947, 29494.918224
   9.434163, 29462.164039
   9.498451, 29429.392482
   9.562681, 29396.670289
   9.627168, 29363.836712
   9.692030, 29330.832246
   9.757182, 29297.700106
   9.822587, 29264.459812
   9.888037, 29231.217326
   9.953533, 29197.971527
  10.019152, 29164.684188
  10.085039, 29131.281787
  10.150758, 29097.985583
  10.216710, 29064.592033
  10.283004, 29031.046374
  10.349267, 28997.537541
  10.416135, 28963.744716
  10.482851, 28930.050402
  10.549931, 28896.193396
  10.617044, 28862.342443
  10.684253, 28828.464852
  10.751942, 28794.367574
  10.819258, 28760.480337
  10.886849, 28726.476850
  10.954628, 28692.401402
  11.022653, 28658.225119
  11.090991, 28623.914893
  11.159335, 28589.624107
  11.228074, 28555.158816
  11.296771, 28520.737603
  11.365625, 28486.261449
  11.434644, 28451.726338
