Ground Distance, Mach number
 716.613427,    0.097084
 727.309740,    0.097766
 738.006054,    0.098448
 748.702367,    0.099130
 760.068552,    0.099799
 771.518377,    0.100466
 782.968201,    0.101133
 794.418026,    0.101800
 805.867851,    0.102467
 817.317676,    0.103135
 828.767500,    0.103802
 840.217325,    0.104469
 851.667150,    0.105136
 863.116975,    0.105803
 875.220360,    0.106455
 887.405349,    0.107105
 899.590338,    0.107754
 911.775326,    0.108404
 923.960315,    0.109054
 936.145304,    0.109704
 948.330293,    0.110354
 960.515281,    0.111004
 972.700270,    0.111654
 984.885259,    0.112303
 997.706746,    0.112938
1010.607705,    0.113571
1023.508665,    0.114204
1036.409624,    0.114836
1049.310584,    0.115469
1062.211543,    0.116102
1075.112503,    0.116735
1088.013462,    0.117368
1100.914422,    0.118000
1113.815381,    0.118633
1127.336007,    0.119251
1140.934004,    0.119867
1154.532001,    0.120483
1168.129998,    0.121099
1181.727995,    0.121715
1195.325992,    0.122331
1208.923989,    0.122947
1222.521986,    0.123562
1236.119983,    0.124178
1249.717980,    0.124794
1263.919053,    0.125396
1278.195426,    0.125995
1292.471800,    0.126594
1306.748173,    0.127194
1321.024546,    0.127793
1335.300919,    0.128392
1349.577292,    0.128992
1363.853666,    0.129591
1378.130039,    0.130190
1392.406412,    0.130790
1407.269524,    0.131374
1422.205896,    0.131957
1437.142267,    0.132540
1452.078639,    0.133123
1467.015011,    0.133707
1481.951382,    0.134290
1496.887754,    0.134873
1511.824126,    0.135456
1526.760497,    0.136039
1541.696869,    0.136622
1557.203902,    0.137190
1572.782188,    0.137757
1588.360473,    0.138324
1603.938758,    0.138891
1619.517044,    0.139458
1635.095329,    0.140025
1650.673615,    0.140592
1666.251900,    0.141159
1681.830186,    0.141726
1697.408471,    0.142293
1713.541609,    0.142846
1729.744026,    0.143397
1745.946442,    0.143948
1762.148859,    0.144499
1778.351276,    0.145050
1794.553692,    0.145602
1810.756109,    0.146153
1826.958525,    0.146704
1843.160942,    0.147255
1859.363359,    0.147806
1876.105101,    0.148344
1892.914184,    0.148879
1909.723266,    0.149415
1926.532349,    0.149951
1943.341432,    0.150486
1960.150514,    0.151022
1976.959597,    0.151558
1993.768680,    0.152093
2010.577762,    0.152629
2027.386845,    0.153165
2044.720113,    0.153687
2062.118830,    0.154208
2079.517547,    0.154728
2096.916264,    0.155249
2114.314981,    0.155770
2131.713698,    0.156290
2149.112415,    0.156811
2166.511132,    0.157332
2183.909849,    0.157852
2201.308566,    0.158373
2219.216681,    0.158880
2237.188400,    0.159386
2255.160118,    0.159892
2273.131837,    0.160398
2291.103555,    0.160904
2309.075273,    0.161410
2327.046992,    0.161916
2345.018710,    0.162422
2362.990429,    0.162927
2380.962147,    0.163433
2399.289770,    0.163930
2417.661831,    0.164425
2436.033892,    0.164921
2454.405953,    0.165416
2462.037455,    0.165622
2480.684016,    0.166111
2499.330577,    0.166599
2517.977138,    0.167087
2536.623699,    0.167576
2555.270260,    0.168064
2574.044318,    0.168547
2593.109742,    0.169017
2612.175166,    0.169488
2631.240590,    0.169959
2650.306014,    0.170429
2669.371438,    0.170900
2688.436862,    0.171371
2707.502286,    0.171841
2726.567710,    0.172312
2745.633134,    0.172782
2764.853962,    0.173245
2784.429937,    0.173689
2804.005911,    0.174133
2823.581886,    0.174577
2843.157861,    0.175021
2862.733835,    0.175465
2882.309810,    0.175909
2901.885784,    0.176353
2921.461759,    0.176797
2941.037733,    0.177241
2960.759486,    0.177676
2980.814385,    0.178090
3000.869285,    0.178504
3020.924184,    0.178918
3040.979084,    0.179332
3061.033983,    0.179746
3081.088882,    0.180160
3101.143782,    0.180573
3121.198681,    0.180987
3141.253581,    0.181401
3155.204043,    0.181689
3175.638905,    0.181918
3196.073767,    0.182147
3216.508629,    0.182376
3236.943491,    0.182605
3257.378353,    0.182834
3277.813215,    0.183063
3298.248078,    0.183292
3318.682940,    0.183520
3339.117802,    0.183749
3359.552664,    0.183978
3380.121575,    0.184072
3400.690486,    0.184165
3421.259398,    0.184259
3441.828309,    0.184352
3462.397220,    0.184446
3482.999390,    0.184473
3503.601559,    0.184500
3524.203729,    0.184528
3544.805898,    0.184555
3565.408068,    0.184583
3585.995996,    0.184526
3606.583923,    0.184469
3627.171851,    0.184412
3647.759778,    0.184355
3668.347706,    0.184299
3688.935633,    0.184242
3709.523561,    0.184185
3730.111489,    0.184128
