eta, Ccl
   0.000000,    6.302550
   0.020408,    6.245413
   0.040816,    6.228770
   0.061224,    6.204184
   0.081633,    6.172837
   0.102041,    6.135535
   0.122449,    6.092891
   0.142857,    6.045398
   0.163265,    5.993473
   0.183673,    5.937476
   0.204082,    5.877735
   0.224490,    5.814555
   0.244898,    5.748243
   0.265306,    5.679137
   0.285714,    5.605782
   0.306122,    5.530323
   0.326531,    5.459871
   0.346939,    5.383639
   0.367347,    5.305609
   0.387755,    5.225777
   0.408163,    5.144169
   0.428571,    5.060824
   0.448980,    4.975785
   0.469388,    4.889089
   0.489796,    4.800763
   0.510204,    4.710807
   0.530612,    4.619222
   0.551020,    4.526011
   0.571429,    4.431142
   0.591837,    4.334560
   0.612245,    4.236184
   0.632653,    4.135905
   0.653061,    4.033575
   0.673469,    3.929001
   0.693878,    3.821934
   0.714286,    3.712057
   0.734694,    3.598960
   0.755102,    3.482117
   0.775510,    3.360846
   0.795918,    3.234255
   0.816327,    3.101161
   0.836735,    2.959971
   0.857143,    2.808488
   0.877551,    2.643602
   0.897959,    2.460744
   0.918367,    2.252859
   0.938776,    2.008224
   0.959184,    1.704896
   0.979592,    1.290940
   1.000000,    0.000000
