Time, Emission H2O
   0.000000,    0.041561
   0.100000,   41.563684
   0.200000,   83.147009
   0.300000,  124.732753
   0.400000,  166.318497
   0.500000,  207.904241
   0.600000,  249.489986
   0.700000,  291.075730
   0.800000,  332.661474
   0.900000,  374.247218
   1.000000,  415.832962
   1.100000,  457.418706
   1.200000,  499.033919
   1.300000,  540.652813
   1.400000,  582.271706
   1.500000,  623.890599
   1.600000,  665.509492
   1.700000,  707.128385
   1.800000,  748.747278
   1.900000,  790.366172
   2.000000,  831.985065
   2.100000,  873.603958
   2.200000,  915.244293
   2.300000,  956.887306
   2.400000,  998.530319
   2.500000, 1040.173331
   2.600000, 1081.816344
   2.700000, 1123.459357
   2.800000, 1165.102369
   2.900000, 1206.745382
   3.000000, 1248.388395
   3.100000, 1290.031407
   3.200000, 1331.688095
   3.300000, 1373.346491
   3.400000, 1415.004886
   3.500000, 1456.663282
   3.600000, 1498.321677
   3.700000, 1539.980072
   3.800000, 1581.638468
   3.900000, 1623.296863
   4.000000, 1664.955258
   4.100000, 1706.613654
   4.200000, 1748.278224
   4.300000, 1789.943565
   4.400000, 1831.608906
   4.500000, 1873.274247
   4.600000, 1914.939589
   4.700000, 1956.604930
   4.800000, 1998.270271
   4.900000, 2039.935612
   5.000000, 2081.600953
   5.100000, 2123.266295
   5.200000, 2164.932662
   5.300000, 2206.599158
   5.400000, 2248.265655
   5.500000, 2289.932151
   5.600000, 2331.598647
   5.700000, 2373.265143
   5.800000, 2414.931639
   5.900000, 2456.598135
   6.000000, 2498.264631
   6.100000, 2539.931127
   6.200000, 2581.635009
   6.300000, 2623.343558
   6.400000, 2665.052108
   6.500000, 2706.760658
   6.600000, 2748.469208
   6.700000, 2790.177757
   6.800000, 2831.886307
   6.900000, 2873.594857
   7.000000, 2915.303406
   7.100000, 2957.011956
   7.200000, 2998.754028
   7.300000, 3040.500285
   7.400000, 3082.246542
   7.500000, 3123.992798
   7.600000, 3165.739055
   7.700000, 3207.485312
   7.800000, 3249.231569
   7.900000, 3290.977826
   8.000000, 3332.724083
   8.100000, 3374.470340
   8.200000, 3416.233960
   8.300000, 3457.999748
   8.400000, 3499.765536
   8.500000, 3541.531323
   8.600000, 3583.297111
   8.700000, 3625.062899
   8.800000, 3666.828687
   8.900000, 3708.594475
   9.000000, 3750.360262
   9.100000, 3792.126050
   9.200000, 3833.893925
   9.300000, 3875.662061
   9.400000, 3917.430197
   9.500000, 3959.198332
   9.600000, 4000.966468
   9.700000, 4042.734604
   9.800000, 4084.502740
   9.900000, 4126.270875
  10.000000, 4168.039011
  10.100000, 4209.807147
  10.200000, 4251.562962
  10.300000, 4293.317239
  10.400000, 4335.071516
  10.500000, 4376.825794
  10.600000, 4418.580071
  10.700000, 4460.334348
  10.800000, 4502.088625
  10.900000, 4543.842902
  11.000000, 4585.597179
  11.100000, 4627.351457
  11.200000, 4669.079857
  11.300000, 4710.805027
  11.400000, 4752.530197
  11.500000, 4794.255367
  11.600000, 4835.980537
  11.700000, 4877.705706
  11.800000, 4919.430876
  11.900000, 4961.156046
  12.000000, 5002.881216
  12.100000, 5044.606386
  12.200000, 5086.360504
  12.300000, 5128.118237
  12.400000, 5169.875970
  12.500000, 5211.633703
  12.600000, 5253.391436
  12.700000, 5295.149170
  12.800000, 5336.906903
  12.900000, 5378.664636
  13.000000, 5420.422369
  13.100000, 5462.180102
  13.200000, 5504.015948
  13.300000, 5545.861548
  13.400000, 5587.707148
  13.500000, 5629.552748
  13.600000, 5671.398348
  13.700000, 5713.243947
  13.800000, 5755.089547
  13.900000, 5796.935147
  14.000000, 5838.780747
  14.100000, 5880.626347
  14.200000, 5922.518289
  14.300000, 5964.416018
  14.400000, 6006.313748
  14.500000, 6048.211477
  14.600000, 6090.109206
  14.700000, 6132.006935
  14.800000, 6173.904664
  14.900000, 6215.802393
  15.000000, 6257.700122
  15.100000, 6299.597851
  15.200000, 6341.512260
  15.300000, 6383.428750
  15.400000, 6425.345241
  15.500000, 6467.261732
  15.600000, 6509.178222
  15.700000, 6551.094713
  15.800000, 6593.011204
  15.900000, 6634.927694
  16.000000, 6676.844185
  16.100000, 6718.760676
  16.200000, 6760.666572
  16.300000, 6802.571145
  16.400000, 6844.475719
  16.500000, 6886.380292
  16.600000, 6928.284866
  16.700000, 6970.189439
  16.800000, 7012.094012
  16.900000, 7053.998586
  17.000000, 7095.903159
  17.100000, 7137.807733
  17.200000, 7179.676711
  17.300000, 7221.541244
  17.400000, 7263.405777
  17.500000, 7305.270311
  17.600000, 7347.134844
  17.700000, 7388.999378
  17.800000, 7430.863911
  17.900000, 7472.728445
  18.000000, 7514.592978
  18.100000, 7556.457512
  18.200000, 7598.263605
  18.300000, 7640.062401
  18.400000, 7681.861197
  18.500000, 7723.659993
  18.600000, 7765.458789
  18.700000, 7807.257586
  18.800000, 7849.056382
  18.900000, 7890.855178
  19.000000, 7932.653974
  19.100000, 7974.452770
  19.200000, 8016.189860
  19.300000, 8057.919246
  19.400000, 8099.648631
  19.500000, 8141.378017
  19.600000, 8183.107402
  19.700000, 8224.836787
  19.800000, 8266.566173
  19.900000, 8308.295558
  20.000000, 8350.024944
  20.100000, 8391.754329
  20.200000, 8433.535034
  20.300000, 8475.322146
  20.400000, 8517.109259
  20.500000, 8558.896371
  20.600000, 8600.683484
  20.700000, 8642.470596
  20.800000, 8684.257709
  20.900000, 8726.044822
  21.000000, 8767.831934
  21.100000, 8809.619047
  21.200000, 8851.459009
  21.300000, 8893.305570
  21.400000, 8935.152130
  21.500000, 8976.998691
  21.600000, 9018.845252
  21.700000, 9060.691813
  21.800000, 9102.538374
  21.900000, 9144.384935
  22.000000, 9186.231495
  22.100000, 9228.078056
  22.200000, 9269.951689
  22.300000, 9311.828701
  22.400000, 9353.705714
  22.500000, 9395.582726
  22.600000, 9437.459739
  22.700000, 9479.336752
  22.800000, 9521.213764
  22.900000, 9563.090777
  23.000000, 9604.967789
  23.056841, 9628.771015
  23.156841, 9670.653982
  23.256841, 9712.536057
  23.356841, 9754.418132
  23.456841, 9796.300207
  23.556841, 9838.182282
  23.656841, 9880.064357
  23.756841, 9921.946432
  23.856841, 9963.828507
  23.956841, 10005.710582
  24.056841, 10047.592657
  24.156841, 10089.466477
  24.256841, 10131.330505
  24.356841, 10173.194533
  24.456841, 10215.058560
  24.556841, 10256.922588
  24.656841, 10298.786615
  24.756841, 10340.650643
  24.856841, 10382.514670
  24.956841, 10424.378698
  25.056841, 10466.242725
  25.156841, 10508.090108
  25.256841, 10549.917748
  25.356841, 10591.745387
  25.456841, 10633.573026
  25.556841, 10675.400665
  25.656841, 10717.228305
  25.756841, 10759.055944
  25.856841, 10800.883583
  25.956841, 10842.711222
  26.056841, 10884.538861
  26.111100, 10907.234208
  26.211100, 10949.019858
  26.311100, 10990.805509
  26.411100, 11032.591160
  26.511100, 11074.376811
  26.611100, 11116.162461
  26.711100, 11157.948112
  26.811100, 11199.733763
  26.911100, 11241.519414
  27.011100, 11283.305064
  27.111100, 11325.090715
  27.211100, 11366.857686
  27.311100, 11408.624656
  27.411100, 11450.391627
  27.511100, 11492.158597
  27.611100, 11533.925568
  27.711100, 11575.686495
  27.811100, 11617.447423
  27.911100, 11659.208351
  28.011100, 11700.969279
  28.111100, 11742.730207
  28.211100, 11784.489747
  28.311100, 11826.249287
  28.411100, 11868.008827
  28.511100, 11909.768367
