V (EAS), 
  99.419601,    0.000000
  99.419601,    1.000000
 103.995262,    1.094165
 108.570922,    1.192567
 113.146583,    1.295206
 117.722244,    1.402081
 122.297905,    1.513192
 126.873566,    1.628539
 131.449226,    1.748123
 136.024887,    1.871943
 140.600548,    2.000000
 176.250512,    2.000000
 176.250512,    0.000000
