Mach, Specific Range
   0.226068,    0.356223
   0.228396,    0.357090
   0.230724,    0.357831
   0.233052,    0.358452
   0.235380,    0.358959
   0.237708,    0.359351
   0.240037,    0.359568
   0.242365,    0.359702
   0.244693,    0.359768
   0.247021,    0.359674
   0.249349,    0.359467
   0.251677,    0.359192
   0.254005,    0.358739
   0.256333,    0.358213
   0.258661,    0.357589
   0.260989,    0.356825
   0.263317,    0.356027
   0.265645,    0.355040
   0.267973,    0.354043
   0.270301,    0.352877
   0.272629,    0.351696
   0.274958,    0.350357
   0.277286,    0.348917
   0.279614,    0.347252
   0.281942,    0.345605
   0.284270,    0.343792
   0.286598,    0.341985
   0.288926,    0.340071
   0.291254,    0.338109
   0.293582,    0.336120
   0.295910,    0.334012
   0.298238,    0.331921
   0.300566,    0.329727
   0.302894,    0.327499
   0.305222,    0.325289
   0.307551,    0.322934
   0.309879,    0.320596
   0.312207,    0.318016
   0.314535,    0.315259
   0.316863,    0.312532
   0.319191,    0.309831
   0.321519,    0.307013
   0.323847,    0.304226
   0.326175,    0.301470
   0.328503,    0.298641
   0.330831,    0.295807
   0.333159,    0.293005
   0.335487,    0.290208
   0.337815,    0.287340
   0.340143,    0.284505
   0.342472,    0.281704
   0.344800,    0.278887
   0.347128,    0.276038
   0.349456,    0.273224
   0.351784,    0.270443
   0.354112,    0.267664
   0.356440,    0.264841
   0.358768,    0.262054
   0.361096,    0.259301
   0.363424,    0.256583
   0.365752,    0.253816
   0.368080,    0.251068
   0.370408,    0.248356
   0.372736,    0.245679
   0.375064,    0.243036
   0.377393,    0.240341
   0.379721,    0.237675
   0.382049,    0.235025
   0.384377,    0.232410
   0.386705,    0.229831
   0.389033,    0.227237
   0.391361,    0.224650
   0.393689,    0.222098
   0.396017,    0.219581
   0.398345,    0.217099
   0.400673,    0.214652
   0.403001,    0.212188
   0.405329,    0.209741
   0.407657,    0.207328
   0.409986,    0.204949
   0.412314,    0.202604
   0.414642,    0.200282
   0.416970,    0.197965
   0.419298,    0.195632
   0.421626,    0.193334
   0.423954,    0.191070
   0.426282,    0.188838
   0.428610,    0.186639
   0.430938,    0.184472
   0.433266,    0.182336
   0.435594,    0.180190
   0.437922,    0.178068
   0.440250,    0.175977
   0.442578,    0.173917
   0.444907,    0.171887
   0.447235,    0.169887
   0.449563,    0.167903
   0.451891,    0.165937
   0.454219,    0.163978
   0.456547,    0.162031
